scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
öğrenmek-ustalaşmak,Arkadaşının tavsiyesi üzerine grafik tasarım öğrenmiş.,Arkadaşının tavsiyesi üzerine grafik tasarımda ustalaşmış.,Arkadaşının tavsiyesi üzerine grafik tasarım öğrenmemiş.,Arkadaşının tavsiyesi üzerine grafik tasarımda ustalaşmamış.,"Arkadaşının tavsiyesi üzerine grafik tasarım öğrenmiş, hatta onda ustalaşmış.","Arkadaşının tavsiyesi üzerine grafik tasarım öğrenmiş, belki de onda ustalaşmış.",Arkadaşının tavsiyesi üzerine grafik tasarım öğrenmiş ama onda ustalaşmamış.,"Arkadaşının tavsiyesi üzerine grafik tasarımda ustalaşmamış, hatta onu öğrenmemiş bile.","Arkadaşının tavsiyesi üzerine grafik tasarımda ustalaşmamış, belki onu öğrenmemiş bile.",Arkadaşının tavsiyesi üzerine grafik tasarımda ustalaşmamış ama onu öğrenmiş.
öğrenmek-ustalaşmak,Tatilde yapacağım sporları öğrendim.,Tatilde yapacağım sporlarda ustalaştım.,Tatilde yapacağım sporları öğrenmedim.,Tatilde yapacağım sporlarda ustalaşmadım.,"Tatilde yapacağım sporları öğrendim, hatta onlarda ustalaştım.","Tatilde yapacağım sporları öğrendim, belki de onlarda ustalaştım.",Tatilde yapacağım sporları öğrendim ama onlarda ustalaşmadım.,"Tatilde yapacağım sporlarda ustalaşmadım, hatta onları öğrenmedim bile.","Tatilde yapacağım sporlarda ustalaşmadım, belki onları öğrenmedim bile.",Tatilde yapacağım sporlarda ustalaşmadım ama onları öğrendim.
öğrenmek-ustalaşmak,Şirket yönetimini öğrendiniz.,Şirket yönetiminde ustalaştınız.,Şirket yönetimini öğrenmediniz.,Şirket yönetiminde ustalaşmadınız.,"Şirket yönetimini öğrendiniz, hatta onda ustalaştınız.","Şirket yönetimini öğrendiniz, belki de onda ustalaştınız.",Şirket yönetimini öğrendiniz ama onda ustalaşmadınız.,"Şirket yönetiminde ustalaşmadınız, hatta onu öğrenmediniz bile.","Şirket yönetiminde ustalaşmadınız, belki onu öğrenmediniz bile.",Şirket yönetiminde ustalaşmadınız ama onu öğrendiniz.
öğrenmek-ustalaşmak,Ormandaki ağaçları çeşitlendirmeyi öğrendik.,Ormandaki ağaçları çeşitlendirmede ustalaştık.,Ormandaki ağaçları çeşitlendirmeyi öğrenmedik.,Ormandaki ağaçları çeşitlendirmede ustalaşmadık.,"Ormandaki ağaçları çeşitlendirmeyi öğrendik, hatta onlarda ustalaştık.","Ormandaki ağaçları çeşitlendirmeyi öğrendik, belki de onlarda ustalaştık.",Ormandaki ağaçları çeşitlendirmeyi öğrendik ama onlarda ustalaşmadık.,"Ormandaki ağaçları çeşitlendirmede ustalaşmadık, hatta onun öğrenmedik bile.","Ormandaki ağaçları çeşitlendirmede ustalaşmadık, belki onu öğrenmedik bile.",Ormandaki ağaçları çeşitlendirmede ustalaşmadık ama onu öğrendik.
öğrenmek-ustalaşmak,Madde fiziği öğrenmişsin.,Madde fiziğinde ustalaşmışsın.,Madde fiziği öğrenmemişsin.,Madde fiziğinde ustalaşmamışsın.,"Madde fiziği öğrenmişsin, hatta onda ustalaşmışsın.","Madde fiziği öğrenmişsin, belki de onda ustalaşmışsın.",Madde fiziği öğrenmişsin ama onda ustalaşmamışsın.,"Madde fiziğinde ustalaşmamışsın, hatta onu öğrenmemişsin bile.","Madde fiziğinde ustalaşmamışsın, belki onu öğrenmemişsin bile.",Madde fiziğinde ustalaşmamışsın ama onu öğrenmişsin.
öğrenmek-ustalaşmak,Uçağı güvenli bir şekilde indirmeyi öğrendiler.,Uçağı güvenli bir şekilde indirmede ustalaştılar.,Uçağı güvenli bir şekilde indirmeyi öğrenmediler.,Uçağı güvenli bir şekilde indirmede ustalaşmadılar.,"Uçağı güvenli bir şekilde indirmeyi öğrendiler, hatta onda ustalaştılar.","Uçağı güvenli bir şekilde indirmeyi öğrendiler, belki de onda ustalaştılar.",Uçağı güvenli bir şekilde indirmeyi öğrendiler ama onda ustalaşmadılar.,"Uçağı güvenli bir şekilde indirmede ustalaşmadılar, hatta onu öğrenmediler bile.","Uçağı güvenli bir şekilde indirmede ustalaşmadılar, belki onu öğrenmediler bile.",Uçağı güvenli bir şekilde indirmede ustalaşmadılar ama onu öğrendiler.
öğrenmek-ustalaşmak,Nehirde yüzmeyi öğrendiler.,Nehirde yüzmede ustalaştılar.,Nehirde yüzmeyi öğrenmediler.,Nehirde yüzmede ustalaşmadılar.,"Nehirde yüzmeyi öğrendiler, hatta onda ustalaştılar.","Nehirde yüzmeyi öğrendiler, belki de onda ustalaştılar.",Nehirde yüzmeyi öğrendiler ama onda ustalaşmadılar.,"Nehirde yüzmede ustalaşmadılar, hatta onu öğrenmediler bile.","Nehirde yüzmede ustalaşmadılar, belki onu öğrenmediler bile.",Nehirde yüzmede ustalaşmadılar ama onu öğrendiler.
öğrenmek-ustalaşmak,Göç politikalarını öğrenmiştik.,Göç politikalarında ustalaşmıştık.,Göç politikalarını öğrenmemiştik.,Göç politikalarında ustalaşmamıştık.,"Göç politikalarını öğrenmiştik, hatta onlarda ustalaşmıştık.","Göç politikalarını öğrenmiştik, belki de onlarda ustalaşmıştık.",Göç politikalarını öğrenmiştik ama onlarda ustalaşmamıştık.,"Göç politikalarında ustalaşmamıştık, hatta onları öğrenmemiştik bile.","Göç politikalarında ustalaşmamıştık, belki onları öğrenmemiştik bile.",Göç politikalarında ustalaşmamıştık ama onları öğrenmiştik.
öğrenmek-ustalaşmak,Japon mutfağını öğrendim.,Japon mutfağında ustalaştım.,Japon mutfağını öğrenmedim.,Japon mutfağında ustalaşmadım.,"Japon mutfağını öğrendim, hatta onda ustalaştım.","Japon mutfağını öğrendim, belki de onda ustalaştım.",Japon mutfağını öğrendim ama onda ustalaşmadım.,"Japon mutfağında ustalaşmadım, hatta onu öğrenmedim bile.","Japon mutfağında ustalaşmadım, belki onu öğrenmedim bile.",Japon mutfağında ustalaşmadım ama onu öğrendim.
öğrenmek-ustalaşmak,Nasıl makale yazabileceğim konusunu öğrendim.,Nasıl makale yazabileceğim konusunda ustalaştım.,Nasıl makale yazabileceğim konusunu öğrenmedim.,Nasıl makale yazabileceğim konusunda ustalaşmadım.,"Nasıl makale yazabileceğim konusunu öğrendim, hatta onda ustalaştım.","Nasıl makale yazabileceğim konusunu öğrendim, belki de onda ustalaştım.",Nasıl makale yazabileceğim konusunu öğrendim ama onda ustalaşmadım.,"Nasıl makale yazabileceğim konusunda ustalaşmadım, hatta onu öğrenmedim bile.","Nasıl makale yazabileceğim konusunda ustalaşmadım, belki onu öğrenmedim bile.",Nasıl makale yazabileceğim konusunda ustalaşmadım ama onu öğrendim.
öğrenmek-ustalaşmak,Küçük araçlarda motor değişikliği yapmayı öğrendi.,Küçük araçlarda motor değişikliği yapmada ustalaştı.,Küçük araçlarda motor değişikliği yapmayı öğrenmedi.,Küçük araçlarda motor değişikliği yapmada ustalaşmadı.,"Küçük araçlarda motor değişikliği yapmayı öğrendi, hatta onda ustalaştı.","Küçük araçlarda motor değişikliği yapmayı öğrendi, belki de onda ustalaştı.",Küçük araçlarda motor değişikliği yapmayı öğrendi ama onda ustalaşmadı.,"Küçük araçlarda motor değişikliği yapmada ustalaşmadı, hatta onu öğrenmedi bile.","Küçük araçlarda motor değişikliği yapmada ustalaşmadı, belki onu öğrenmedi bile.",Küçük araçlarda motor değişikliği yapmada ustalaşmadı ama onu öğrendi.
öğrenmek-ustalaşmak,Müzikte oktavın işlevi konusunu öğrendi.,Müzikte oktavın işlevinde ustalaştı.,Müzikte oktavın işlevi konusunu öğrenmedi.,Müzikte oktavın işlevinde ustalaşmadı.,"Müzikte oktavın işlevi konusunu öğrendi, hatta onda ustalaştı.","Müzikte oktavın işlevi konusunu öğrendi, belki de onda ustalaştı.",Müzikte oktavın işlevi konusunu öğrendi ama onda ustalaşmadı.,"Müzikte oktavın işlevinde ustalaşmadı, hatta onu öğrenmedi bile.","Müzikte oktavın işlevinde ustalaşmadı, belki onu öğrenmedi bile.",Müzikte oktavın işlevinde ustalaşmadı ama onu öğrendi.
öğrenmek-ustalaşmak,Çeşitli programlama dilleri öğrendiler.,Çeşitli programlama dillerinde ustalaştılar.,Çeşitli programlama dilleri öğrenmediler.,Çeşitli programlama dillerinde ustalaşmadılar.,"Çeşitli programlama dilleri öğrendiler, hatta onlarda ustalaştılar.","Çeşitli programlama dilleri öğrendiler, belki de onlarda ustalaştılar.",Çeşitli programlama dilleri öğrendiler ama onlarda ustalaşmadılar.,"Çeşitli programlama dillerinde ustalaşmadılar, hatta onları öğrenmediler bile.","Çeşitli programlama dillerinde ustalaşmadılar, belki onları öğrenmediler bile.",Çeşitli programlama dillerinde ustalaşmadılar ama onları öğrendiler.
öğrenmek-ustalaşmak,Bahçe çiçeklerinin bakımını öğrendiniz.,Bahçe çiçeklerinin bakımında ustalaştınız.,Bahçe çiçeklerinin bakımını öğrenmediniz.,Bahçe çiçeklerinin bakımında ustalaşmadınız.,"Bahçe çiçeklerinin bakımını öğrendiniz, hatta onda ustalaştınız.","Bahçe çiçeklerinin bakımını öğrendiniz, belki de onda ustalaştınız.",Bahçe çiçeklerinin bakımını öğrendiniz ama onda ustalaşmadınız.,"Bahçe çiçeklerinin bakımında ustalaşmadınız, hatta onu öğrenmediniz bile.","Bahçe çiçeklerinin bakımında ustalaşmadınız, belki onu öğrenmediniz bile.",Bahçe çiçeklerinin bakımında ustalaşmadınız ama onu öğrendiniz.
öğrenmek-ustalaşmak,Latte yapmayı öğrendin.,Latte yapmada ustalaştın.,Latte yapmayı öğrenmedin.,Latte yapmada ustalaşmadın.,"Latte yapmayı öğrendin, hatta onda ustalaştın.","Latte yapmayı öğrendin, belki de onda ustalaştın.",Latte yapmayı öğrendin ama onda ustalaşmadın.,"Latte yapmada ustalaşmadın, hatta onu öğrenmedin bile.","Latte yapmada ustalaşmadın, belki onu öğrenmedin bile.",Latte yapmada ustalaşmadın ama onu öğrendin.
öğrenmek-ustalaşmak,Dekoratif ahşap boyamayı öğrenmişsiniz.,Dekoratif ahşap boyamada ustalaşmışsınız.,Dekoratif ahşap boyamayı öğrenmemişsiniz.,Dekoratif ahşap boyamada ustalaşmamışsınız.,"Dekoratif ahşap boyamayı öğrenmişsiniz, hatta onda ustalaşmışsınız.","Dekoratif ahşap boyamayı öğrenmişsiniz, belki de onda ustalaşmışsınız.",Dekoratif ahşap boyamayı öğrenmişsiniz ama onda ustalaşmamışsınız.,"Dekoratif ahşap boyamada ustalaşmamışsınız, hatta onu öğrenmemişsiniz bile.","Dekoratif ahşap boyamada ustalaşmamışsınız, belki onu öğrenmemişsiniz bile.",Dekoratif ahşap boyamada ustalaşmamışsınız ama onu öğrenmişsiniz.
öğrenmek-ustalaşmak,Satranç stratejilerini öğrenmiştik.,Satranç stratejilerinde ustalaşmıştık.,Satranç stratejilerini öğrenmemiştik.,Satranç stratejilerinde ustalaşmamıştık.,"Satranç stratejilerini öğrenmiştik, hatta onlarda ustalaşmıştık.","Satranç stratejilerini öğrenmiştik, belki de onlarda ustalaşmıştık.",Satranç stratejilerini öğrenmiştik ama onlarda ustalaşmamıştık.,"Satranç stratejilerinde ustalaşmamıştık, hatta onları öğrenmemiştik bile.","Satranç stratejilerinde ustalaşmamıştık, belki onları öğrenmemiştik bile.",Satranç stratejilerinde ustalaşmamıştık ama onları öğrenmiştik.
öğrenmek-ustalaşmak,Denizcilik ve liman işletmeciliği öğrenmişler.,Denizcilik ve liman işletmeciliğinde ustalaşmışlar.,Denizcilik ve liman işletmeciliği öğrenmemişler.,Denizcilik ve liman işletmeciliğinde ustalaşmamışlar.,"Denizcilik ve liman işletmeciliği öğrenmişler, hatta onlarda ustalaşmışlar.","Denizcilik ve liman işletmeciliği öğrenmişler, belki de onlarda ustalaşmışlar.",Denizcilik ve liman işletmeciliği öğrenmişler ama onlarda ustalaşmamışlar.,"Denizcilik ve liman işletmeciliğinde ustalaşmamışlar, hatta onları öğrenmemişler bile.","Denizcilik ve liman işletmeciliğinde ustalaşmamışlar, belki onları öğrenmemişler bile.",Denizcilik ve liman işletmeciliğinde ustalaşmamışlar ama onları öğrenmişler.
öğrenmek-ustalaşmak,Origami sanatı öğrenmişler.,Origami sanatında ustalaşmışlar.,Origami sanatı öğrenmemişler.,Origami sanatında ustalaşmamışlar.,"Origami sanatı öğrenmişler, hatta onda ustalaşmışlar.","Origami sanatı öğrenmişler, belki de onda ustalaşmışlar.",Origami sanatı öğrenmişler ama onda ustalaşmamışlar.,"Origami sanatında ustalaşmamışlar, hatta onu öğrenmemişler bile.","Origami sanatında ustalaşmamışlar, belki onu öğrenmemişler bile.",Origami sanatında ustalaşmamışlar ama onu öğrenmişler.
öğrenmek-ustalaşmak,Barışı koruma konusunu öğrendiniz.,Barışı koruma konusunda ustalaştınız.,Barışı koruma konusunu öğrenmediniz.,Barışı koruma konusunda ustalaşmadınız.,"Barışı koruma konusunu öğrendiniz, hatta onda ustalaştınız.","Barışı koruma konusunu öğrendiniz, belki de onda ustalaştınız.",Barışı koruma konusunu öğrendiniz ama onda ustalaşmadınız.,"Barışı koruma konusunda ustalaşmadınız, hatta onu öğrenmediniz bile.","Barışı koruma konusunda ustalaşmadınız, belki onu öğrenmediniz bile.",Barışı koruma konusunda ustalaşmadınız ama onu öğrendiniz.
öğrenmek-ustalaşmak,Harika anılar edinme konusunu öğrenmişsin.,Harika anılar edinme konusunda ustalaşmışsın.,Harika anılar edinme konusunu öğrenmemişsin.,Harika anılar edinme konusunda ustalaşmamışsın.,"Harika anılar edinme konusunu öğrenmişsin, hatta onda ustalaşmışsın.","Harika anılar edinme konusunu öğrenmişsin, belki de onda ustalaşmışsın.",Harika anılar edinme konusunu öğrenmişsin ama onda ustalaşmamışsın.,"Harika anılar edinme konusunda ustalaşmamışsın, hatta onu öğrenmemişsin bile.","Harika anılar edinme konusunda ustalaşmamışsın, belki onu öğrenmemişsin bile.",Harika anılar edinme konusunda ustalaşmamışsın ama onu öğrenmişsin.
öğrenmek-ustalaşmak,Bilime katkı sağlamayı öğrendik.,Bilime katkı sağlamada ustalaştık.,Bilime katkı sağlamayı öğrenmedik.,Bilime katkı sağlamada ustalaşmadık.,"Bilime katkı sağlamayı öğrendik, hatta onda ustalaştık.","Bilime katkı sağlamayı öğrendik, belki de onda ustalaştık.",Bilime katkı sağlamayı öğrendik ama onda ustalaşmadık.,"Bilime katkı sağlamada ustalaşmadık, hatta onu öğrenmedik bile.","Bilime katkı sağlamada ustalaşmadık, belki onu öğrenmedik bile.",Bilime katkı sağlamada ustalaşmadık ama onu öğrendik.
öğrenmek-ustalaşmak,İş İngilizcesini öğrendiler.,İş İngilizcesinde ustalaştılar.,İş İngilizcesini öğrenmediler.,İş İngilizcesinde ustalaşmadılar.,"İş İngilizcesini öğrendiler, hatta onda ustalaştılar.","İş İngilizcesini öğrendiler, belki de onda ustalaştılar.",İş İngilizcesini öğrendiler ama onda ustalaşmadılar.,"İş İngilizcesinde ustalaşmadılar, hatta onu öğrenmediler bile.","İş İngilizcesinde ustalaşmadılar, belki onu öğrenmediler bile.",İş İngilizcesinde ustalaşmadılar ama onu öğrendiler.
öğrenmek-ustalaşmak,Aromaterapi yapmayı öğrendin.,Aromaterapi yapmada ustalaştın.,Aromaterapi yapmayı öğrenmedin.,Aromaterapi yapmada ustalaşmadın.,"Aromaterapi yapmayı öğrendin, hatta onda ustalaştın.","Aromaterapi yapmayı öğrendin, belki de onda ustalaştın.",Aromaterapi yapmayı öğrendin ama onda ustalaşmadın.,"Aromaterapi yapmada ustalaşmadın, hatta onu öğrenmedin bile.","Aromaterapi yapmada ustalaşmadın, belki onu öğrenmedin bile.",Aromaterapi yapmada ustalaşmadın ama onu öğrendin.
öğrenmek-ustalaşmak,Kağıt oyunlarında hile yapmayı öğrendi.,Kağıt oyunlarında hile yapmada ustalaştı.,Kağıt oyunlarında hile yapmayı öğrenmedi.,Kağıt oyunlarında hile yapmada ustalaşmadı.,"Kağıt oyunlarında hile yapmayı öğrendi, hatta onda ustalaştı.","Kağıt oyunlarında hile yapmayı öğrendi, belki de onda ustalaştı.",Kağıt oyunlarında hile yapmayı öğrendi ama onda ustalaşmadı.,"Kağıt oyunlarında hile yapmada ustalaşmadı, hatta onu öğrenmedi bile.","Kağıt oyunlarında hile yapmada ustalaşmadı, belki onu öğrenmedi bile.",Kağıt oyunlarında hile yapmada ustalaşmadı ama onu öğrendi.
öğrenmek-ustalaşmak,Eski oyunları nasıl oynayacağı konusunu öğrendi.,Eski oyunları nasıl oynayacağı konusunda ustalaştı.,Eski oyunları nasıl oynayacağı konusunu öğrenmedi.,Eski oyunları nasıl oynayacağı konusunda ustalaşmadı.,"Eski oyunları nasıl oynayacağı konusunu öğrendi, hatta onda ustalaştı.","Eski oyunları nasıl oynayacağı konusunu öğrendi, belki de onda ustalaştı.",Eski oyunları nasıl oynayacağı konusunu öğrendi ama onda ustalaşmadı.,"Eski oyunları nasıl oynayacağı konusunda ustalaşmadı, hatta onu öğrenmedi bile.","Eski oyunları nasıl oynayacağı konusunda ustalaşmadı, belki onu öğrenmedi bile.",Eski oyunları nasıl oynayacağı konusunda ustalaşmadı ama onu öğrendi.
öğrenmek-ustalaşmak,Paraşüt açmayı öğrendi.,Paraşüt açmada ustalaştı.,Paraşüt açmayı öğrenmedi.,Paraşüt açmada ustalaşmadı.,"Paraşüt açmayı öğrendi, hatta onda ustalaştı.","Paraşüt açmayı öğrendi, belki de onda ustalaştı.",Paraşüt açmayı öğrendi ama onda ustalaşmadı.,"Paraşüt açmada ustalaşmadı, hatta onu öğrenmedi bile.","Paraşüt açmada ustalaşmadı, belki onu öğrenmedi bile.",Paraşüt açmada ustalaşmadı ama onu öğrendi.
öğrenmek-ustalaşmak,Tek tekerlekli bisiklet sürmeyi öğrendi.,Tek tekerlekli bisiklet sürmekte ustalaştı.,Tek tekerlekli bisiklet sürmeyi öğrenmedi.,Tek tekerlekli bisiklet sürmekte ustalaşmadı.,"Tek tekerlekli bisiklet sürmeyi öğrendi, hatta onda ustalaştı.","Tek tekerlekli bisiklet sürmeyi öğrendi, belki de onda ustalaştı.",Tek tekerlekli bisiklet sürmeyi öğrendi ama onda ustalaşmadı.,"Tek tekerlekli bisiklet sürmekte ustalaşmadı, hatta onu öğrenmedi bile.","Tek tekerlekli bisiklet sürmekte ustalaşmadı, belki onu öğrenmedi bile.",Tek tekerlekli bisiklet sürmekte ustalaşmadı ama onu öğrendi.
öğrenmek-ustalaşmak,Bilim kurgu senaryoları yazmayı öğrendi.,Bilim kurgu senaryoları yazmada ustalaştı.,Bilim kurgu senaryoları yazmayı öğrenmedi.,Bilim kurgu senaryoları yazmada ustalaşmadı.,"Bilim kurgu senaryoları yazmayı öğrendi, hatta onda ustalaştı.","Bilim kurgu senaryoları yazmayı öğrendi, belki de onda ustalaştı.",Bilim kurgu senaryoları yazmayı öğrendi ama onda ustalaşmadı.,"Bilim kurgu senaryoları yazmada ustalaşmadı, hatta onu öğrenmedi bile.","Bilim kurgu senaryoları yazmada ustalaşmadı, belki onu öğrenmedi bile.",Bilim kurgu senaryoları yazmada ustalaşmadı ama onu öğrendi.
öğrenmek-ustalaşmak,Kil toprak ile çömlek yapmayı öğrendi.,Kil toprak ile çömlek yapmada ustalaştı.,Kil toprak ile çömlek yapmayı öğrenmedi.,Kil toprak ile çömlek yapmada ustalaşmadı.,"Kil toprak ile çömlek yapmayı öğrendi, hatta onda ustalaştı.","Kil toprak ile çömlek yapmayı öğrendi, belki de onda ustalaştı.",Kil toprak ile çömlek yapmayı öğrendi ama onda ustalaşmadı.,"Kil toprak ile çömlek yapmada ustalaşmadı, hatta onu öğrenmedi bile.","Kil toprak ile çömlek yapmada ustalaşmadı, belki onu öğrenmedi bile.",Kil toprak ile çömlek yapmada ustalaşmadı ama onu öğrendi.
öğrenmek-ustalaşmak,Geçtiğimiz yıl kursta grafiti sanatını öğrenmiştik.,Geçtiğimiz yıl kursta grafiti sanatında ustalaşmıştık.,Geçtiğimiz yıl kursta grafiti sanatını öğrenmemiştik.,Geçtiğimiz yıl kursta grafiti sanatında ustalaşmamıştık.,"Geçtiğimiz yıl kursta grafiti sanatını öğrenmiştik, hatta onda ustalaşmıştık.","Geçtiğimiz yıl kursta grafiti sanatını öğrenmiştik, belki de onda ustalaşmıştık.",Geçtiğimiz yıl kursta grafiti sanatını öğrenmiştik ama onda ustalaşmamıştık.,"Geçtiğimiz yıl kursta grafiti sanatında ustalaşmamıştık, hatta onu öğrenmemiştik bile.","Geçtiğimiz yıl kursta grafiti sanatında ustalaşmamıştık, belki onu öğrenmemiştik bile.",Geçtiğimiz yıl kursta grafiti sanatında ustalaşmamıştık ama onu öğrenmiştik.
öğrenmek-ustalaşmak,Şirketin teknoloji ekibi uygulama geliştirmeyi öğrenmiş.,Şirketin teknoloji ekibi uygulama geliştirmede ustalaşmış.,Şirketin teknoloji ekibi uygulama geliştirmeyi öğrenmemiş.,Şirketin teknoloji ekibi uygulama geliştirmede ustalaşmamış.,"Şirketin teknoloji ekibi uygulama geliştirmeyi öğrenmiş, hatta onda ustalaşmış.","Şirketin teknoloji ekibi uygulama geliştirmeyi öğrenmiş, belki de onda ustalaşmış.",Şirketin teknoloji ekibi uygulama geliştirmeyi öğrenmiş ama onda ustalaşmamış.,"Şirketin teknoloji ekibi uygulama geliştirmede ustalaşmamış, hatta onu öğrenmemiş bile.","Şirketin teknoloji ekibi uygulama geliştirmede ustalaşmamış, belki onu öğrenmemiş bile.",Şirketin teknoloji ekibi uygulama geliştirmede ustalaşmamış ama onu öğrenmiş.
öğrenmek-ustalaşmak,Doktora öğrencileri rüzgar türbini konusunu öğrenmişler.,Doktora öğrencileri rüzgar türbini konusunda ustalaşmışlar.,Doktora öğrencileri rüzgar türbini konusunu öğrenmemişler.,Doktora öğrencileri rüzgar türbini konusunda ustalaşmamışlar.,"Doktora öğrencileri rüzgar türbini konusunu öğrenmişler, hatta onda ustalaşmışlar.","Doktora öğrencileri rüzgar türbini konusunu öğrenmişler, belki de onda ustalaşmışlar.",Doktora öğrencileri rüzgar türbini konusunu öğrenmişler ama onda ustalaşmamışlar.,"Doktora öğrencileri rüzgar türbini konusunda ustalaşmamışlar, hatta onu öğrenmemişler bile.","Doktora öğrencileri rüzgar türbini konusunda ustalaşmamışlar, belki onu öğrenmemişler bile.",Doktora öğrencileri rüzgar türbini konusunda ustalaşmamışlar ama onu öğrenmişler.
öğrenmek-ustalaşmak,Fatma'nın küçük oğlu kripto ticaretini öğrenmiş.,Fatma'nın küçük oğlu kripto ticaretinde ustalaşmış.,Fatma'nın küçük oğlu kripto ticaretini öğrenmemiş.,Fatma'nın küçük oğlu kripto ticaretinde ustalaşmamış.,"Fatma'nın küçük oğlu kripto ticaretini öğrenmiş, hatta onda ustalaşmış.","Fatma'nın küçük oğlu kripto ticaretini öğrenmiş, belki de onda ustalaşmış.",Fatma'nın küçük oğlu kripto ticaretini öğrenmiş ama onda ustalaşmamış.,"Fatma'nın küçük oğlu kripto ticaretinde ustalaşmamış, hatta onu öğrenmemiş bile.","Fatma'nın küçük oğlu kripto ticaretinde ustalaşmamış, belki onu öğrenmemiş bile.",Fatma'nın küçük oğlu kripto ticaretinde ustalaşmamış ama onu öğrenmiş.
öğrenmek-ustalaşmak,Organizasyonun liderleri fotoğrafçılık öğrenmiştiler.,Organizasyonun liderleri fotoğrafçılıkta ustalaşmışlardı.,Organizasyonun liderleri fotoğrafçılık öğrenmemişlerdi.,Organizasyonun liderleri fotoğrafçılıkta ustalaşmamışlardı.,"Organizasyonun liderleri fotoğrafçılık öğrenmişlerdi, hatta onda ustalaşmışlardı.","Organizasyonun liderleri fotoğrafçılık öğrenmişlerdi, belki de onda ustalaşmışlardı.",Organizasyonun liderleri fotoğrafçılık öğrenmişlerdi ama onda ustalaşmamışlardı.,"Organizasyonun liderleri fotoğrafçılıkta ustalaşmamışlardı, hatta onu öğrenmemişlerdi bile.","Organizasyonun liderleri fotoğrafçılıkta ustalaşmamışlardı, belki onu öğrenmemişlerdi bile.",Organizasyonun liderleri fotoğrafçılıkta ustalaşmamışlardı ama onu öğrenmişlerdi.
öğrenmek-ustalaşmak,Almanya'da İtalyan mutfağını öğrenmiştiniz.,Almanya'da İtalyan mutfağında ustalaşmıştınız.,Almanya'da İtalyan mutfağını öğrenmemiştiniz.,Almanya'da İtalyan mutfağında ustalaşmamıştınız.,"Almanya'da İtalyan mutfağını öğrenmiştiniz, hatta onda ustalaşmıştınız.","Almanya'da İtalyan mutfağını öğrenmiştiniz, belki de onda ustalaşmıştınız.",Almanya'da İtalyan mutfağını öğrenmiştiniz ama onda ustalaşmamıştınız.,"Almanya'da İtalyan mutfağında ustalaşmamıştınız, hatta onu öğrenmemiştiniz bile.","Almanya'da İtalyan mutfağında ustalaşmamıştınız, belki onu öğrenmemiştiniz bile.",Almanya'da İtalyan mutfağında ustalaşmamıştınız ama onu öğrenmiştiniz.
öğrenmek-ustalaşmak,Küçük bir teknede yelken açmayı öğrendi.,Küçük bir teknede yelken açmada ustalaştı.,Küçük bir teknede yelken açmayı öğrenmedi.,Küçük bir teknede yelken açmada ustalaşmadı.,"Küçük bir teknede yelken açmayı öğrendi, hatta onda ustalaştı.","Küçük bir teknede yelken açmayı öğrendi, belki de onda ustalaştı.",Küçük bir teknede yelken açmayı öğrendi ama onda ustalaşmadı.,"Küçük bir teknede yelken açmada ustalaşmadı, hatta onu öğrenmedi bile.","Küçük bir teknede yelken açmada ustalaşmadı, belki onu öğrenmedi bile.",Küçük bir teknede yelken açmada ustalaşmadı ama onu öğrendi.
öğrenmek-ustalaşmak,Dijital karakterler oluşturmayı öğrendiler.,Dijital karakterler oluşturmada ustalaştılar.,Dijital karakterler oluşturmayı öğrenmediler.,Dijital karakterler oluşturmada ustalaşmadılar.,"Dijital karakterler oluşturmayı öğrendiler, hatta onda ustalaştılar.","Dijital karakterler oluşturmayı öğrendiler, belki de onda ustalaştılar.",Dijital karakterler oluşturmayı öğrendiler ama onda ustalaşmadılar.,"Dijital karakterler oluşturmada ustalaşmadılar, hatta onu öğrenmediler bile.","Dijital karakterler oluşturmada ustalaşmadılar, belki onu öğrenmediler bile.",Dijital karakterler oluşturmada ustalaşmadılar ama onu öğrendiler.
öğrenmek-ustalaşmak,Geleneksel Çin tıbbını öğrendi.,Geleneksel Çin tıbbında ustalaştı.,Geleneksel Çin tıbbını öğrenmedi.,Geleneksel Çin tıbbında ustalaşmadı.,"Geleneksel Çin tıbbını öğrendi, hatta onda ustalaştı.","Geleneksel Çin tıbbını öğrendi, belki de onda ustalaştı.",Geleneksel Çin tıbbını öğrendi ama onda ustalaşmadı.,"Geleneksel Çin tıbbında ustalaşmadı, hatta onu öğrenmedi bile.","Geleneksel Çin tıbbında ustalaşmadı, belki onu öğrenmedi bile.",Geleneksel Çin tıbbında ustalaşmadı ama onu öğrendi.
öğrenmek-ustalaşmak,Kalkülüs ve cebir öğrendim.,Kalkülüs ve cebirde ustalaştım.,Kalkülüs ve cebir öğrenmedim.,Kalkülüs ve cebirde ustalaşmadım.,"Kalkülüs ve cebir öğrendim, hatta onda ustalaştım.","Kalkülüs ve cebir öğrendim, belki de onda ustalaştım.",Kalkülüs ve cebir öğrendim ama onda ustalaşmadım.,"Kalkülüs ve cebirde ustalaşmadım, hatta onu öğrenmedim bile.","Kalkülüs ve cebirde ustalaşmadım, belki onu öğrenmedim bile.",Kalkülüs ve cebirde ustalaşmadım ama onu öğrendim.
