scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
a few-all,We sold them a few of the books we had.,We sold them all the books we had.,We didn't sell them any of the books we had.,We didn't sell them all the books we had.,"We sold them a few of the books we had, in fact, we sold them all.","We sold them a few of the books we had, maybe all of them.","We sold them a few of the books we had, but we didn't sell them all.","We didn't sell them all the books we had, not even a few of them.","We didn't sell them all the books we had, maybe not even a few of them.","We didn't sell them all the books we had, but we sold them a few."
a few-all,You clean a few of the seats.,You clean all the seats.,You don't clean any of the seats.,You don't clean all the seats.,"You clean a few of the seats, in fact, you clean all of them.","You clean a few of the seats, maybe all of them.","You clean a few of the seats, but you don't clean all of them.","You don't clean all the seats, not even a few of them.","You don't clean all the seats, maybe not even a few of them.","You don't clean all the seats, but you clean a few of them."
a few-all,They painted a few of the hospital rooms.,They painted all the hospital rooms.,They didn't paint any of the hospital rooms.,They didn't paint all the hospital rooms.,"They painted a few of the hospital rooms, in fact, they painted all of them.","They painted a few of the hospital rooms, maybe all of them.","They painted a few of the hospital rooms, but they didn't paint all of them.","They didn't paint all the hospital rooms, not even a few of them.","They didn't paint all the hospital rooms, maybe not even a few of them.","They didn't paint all the hospital rooms, but they painted a few of them."
a few-all,A few students passed the exam.,All the students passed the exam.,None of the students passed the exam.,All the students did not pass the exam.,"A few students passed the exam, in fact, all the students passed the exam.","A few students passed the exam, maybe all the students passed the exam.","A few students passed the exam, but all the students did not pass the exam.","All the students did not pass the exam, not even a few students passed the exam.","All the students did not pass the exam, maybe not even a few students passed the exam.","All the students did not pass the exam, but a few students passed the exam."
a few-all,I gave them a few of my gold.,I gave them all my gold.,I didn't give them any of my gold.,I didn't give them all my gold.,"I gave them a few of my gold, in fact, I gave them all my gold.","I gave them a few of my gold, maybe all of my gold.","I gave them a few of my gold, but I didn't give them all my gold.","I didn't give them all my gold, not even a few of my gold.","I didn't give them all my gold, maybe not even a few of my gold.","I didn't give them all my gold, but I gave them a few of my gold."
a few-all,I saw a few of my relatives at the wedding.,I saw all my relatives at the wedding.,I didn't see any of my relatives at the wedding.,I didn't see all my relatives at the wedding.,"I saw a few of my relatives at the wedding, in fact, I saw all my relatives at the wedding.","I saw a few of my relatives at the wedding, maybe all my relatives at the wedding.","I saw a few of my relatives at the wedding, but I didn't see all my relatives at the wedding.","I didn't see all my relatives at the wedding, not even a few of my relatives at the wedding.","I didn't see all my relatives at the wedding, maybe not even a few of my relatives at the wedding.","I didn't see all my relatives at the wedding, but I saw a few of my relatives at the wedding."
a few-all,A few of the tourists are lost.,All of the tourists are lost.,None of the tourists are lost.,All of the tourists are not lost.,"A few of the tourists are lost, in fact, all of them are lost.","A few of the tourists are lost, maybe all of them are lost.","A few of the tourists are lost, but all of them are not lost.","All of the tourists are not lost, not even a few of them are lost.","All of the tourists are not lost, maybe not even a few of them are lost.","All of the tourists are not lost, but a few of them are lost."
a few-all,A few ministers attended the pleasant play.,All ministers attended the pleasant play.,No ministers attended the pleasant play.,All ministers did not attend the pleasant play.,"A few ministers attended the pleasant play, in fact, all ministers attended the pleasant play.","A few ministers attended the pleasant play, maybe all ministers attended the pleasant play.","A few ministers attended the pleasant play, but all ministers did not attend the pleasant play.","All ministers did not attend the pleasant play, not even a few ministers attended the pleasant play.","All ministers did not attend the pleasant play, maybe not even a few ministers attended the pleasant play.","All ministers did not attend the pleasant play, but a few ministers attended the pleasant play."
a few-all,A few of the restaurants joined the boycott.,All of the restaurants joined the boycott.,None of the restaurants joined the boycott.,All of the restaurants did not join the boycott.,"A few of the restaurants joined the boycott, in fact, all of them joined the boycott.","A few of the restaurants joined the boycott, perhaps all of them joined the boycott.",A few of the restaurants joined the boycott but all of them did not join the boycott.,"All of the restaurants did not join the boycott, in fact, not even a few of them joined the boycott.","All of the restaurants did not join the boycott, perhaps not even a few of them joined the boycott.","All of the restaurants did not join the boycott, but a few of them joined the boycott."
a few-all,A few of the ships sank.,All of the ships sank.,None of the ships sank.,All of the ships did not sink.,"A few of the ships sank, in fact, all of them sank.","A few of the ships sank, perhaps all of them sank.",A few of the ships sank but all of them did not sink.,"All of the ships did not sink, in fact, not even a few of them sank.","All of the ships did not sink, perhaps not even a few of them sank.","All of the ships did not sink, but a few of them sank."
a few-all,A few of the wars were lost.,All of the wars were lost.,None of the wars were won.,All of the wars were won.,"A few of the wars were lost, in fact, all of them were lost.","A few of the wars were lost, perhaps all of them were lost.",A few of the wars were lost but all of them were won.,"All of the wars were won, in fact, even a few of them were won.","All of the wars were won, perhaps even a few of them were won.","All of the wars were won, but a few of them were lost."
a few-all,A few of the cars on the road saw the meteor.,All of the cars on the road saw the meteor.,None of the cars on the road saw the meteor.,All of the cars on the road did not see the meteor.,"A few of the cars on the road saw the meteor, in fact, all of them saw the meteor.","A few of the cars on the road saw the meteor, perhaps all of them saw the meteor.",A few of the cars on the road saw the meteor but all of them did not see the meteor.,"All of the cars on the road did not see the meteor, in fact, not even a few of them saw the meteor.","All of the cars on the road did not see the meteor, perhaps not even a few of them saw the meteor.","All of the cars on the road did not see the meteor, but a few of them saw the meteor."
a few-all,A few of the horses escaped.,All of the horses escaped.,None of the horses escaped.,All of the horses did not escape.,"A few of the horses escaped, in fact, all of them escaped.","A few of the horses escaped, perhaps all of them escaped.",A few of the horses escaped but all of them did not escape.,"All of the horses did not escape, in fact, not even a few of them escaped.","All of the horses did not escape, perhaps not even a few of them escaped.","All of the horses did not escape, but a few of them escaped."
a few-all,A few farmers joined the protest.,All farmers joined the protest.,No farmer joined the protest.,All farmers did not join the protest.,"A few farmers joined the protest, in fact, all farmers joined the protest.","A few farmers joined the protest, perhaps all farmers joined the protest.",A few farmers joined the protest but all farmers did not join the protest.,"All farmers did not join the protest, in fact, not even a few farmers joined the protest.","All farmers did not join the protest, perhaps not even a few farmers joined the protest.","All farmers did not join the protest, but a few farmers joined the protest."
a few-all,A few of our students will attend the social events.,All of our students will attend the social events.,None of our students will attend the social events.,All of our students will not attend the social events.,"A few of our students will attend the social events, in fact, all of our students will attend the social events.","A few of our students will attend the social events, perhaps all of our students will attend the social events.",A few of our students will attend the social events but all of our students will not attend the social events.,"All of our students will not attend the social events, in fact, not even a few of our students will attend the social events.","All of our students will not attend the social events, perhaps not even a few of our students will attend the social events.","All of our students will not attend the social events, but a few of our students will attend the social events."
a few-all,I will share a few apples with you.,I will share all of the apples with you.,I will not share any apples with you.,I will not share all of the apples with you.,"I will share a few apples with you, in fact, I will share all of the apples with you.","I will share a few apples with you, perhaps I will share all of the apples with you.",I will share a few apples with you but I will not share all of the apples with you.,"I will not share all of the apples with you, in fact, I will not even share a few apples with you.","I will not share all of the apples with you, perhaps I will not even share a few apples with you.","I will not share all of the apples with you, but I will share a few apples with you."
a few-all,A few banks contributed to the charity.,All banks contributed to the charity.,No bank contributed to the charity.,All banks did not contribute to the charity.,"A few banks contributed to the charity, in fact, all banks contributed to the charity.","A few banks contributed to the charity, perhaps all banks contributed to the charity.",A few banks contributed to the charity but all banks did not contribute to the charity.,"All banks did not contribute to the charity, in fact, not even a few banks contributed to the charity.","All banks did not contribute to the charity, perhaps not even a few banks contributed to the charity.","All banks did not contribute to the charity, but a few banks contributed to the charity."
a few-all,I will spend a few days of my vacation in my village.,I will spend all of the days of my vacation in my village.,I will not spend any days of my vacation in my village.,I will not spend all of the days of my vacation in my village.,"I will spend a few days of my vacation in my village, in fact, I will spend all of the days of my vacation in my village.","I will spend a few days of my vacation in my village, perhaps I will spend all of the days of my vacation in my village.",I will spend a few days of my vacation in my village but I will not spend all of the days of my vacation in my village.,"I will not spend all of the days of my vacation in my village, in fact, I will not even spend a few days of my vacation in my village.","I will not spend all of the days of my vacation in my village, perhaps I will not even spend a few days of my vacation in my village.","I will not spend all of the days of my vacation in my village, but I will spend a few days of my vacation in my village."
a few-all,A few chapters of my book were liked.,All chapters of my book were liked.,None of the chapters of my book were liked.,All chapters of my book weren't liked.,"A few chapters of my book were liked, even all chapters were liked.","A few chapters of my book were liked, maybe even all chapters were liked.","A few chapters of my book were liked, but all chapters weren't liked.","All chapters of my book weren't liked, not even a few chapters were liked.","All chapters of my book weren't liked, maybe not even a few chapters were liked.","All chapters of my book weren't liked, but a few chapters were liked."
a few-all,They visited a few stores.,They visited all stores.,They didn't visit any stores.,They didn't visit all stores.,"They visited a few stores, even all stores.","They visited a few stores, maybe even all stores.","They visited a few stores, but they didn't visit all stores.","They didn't visit all stores, not even a few stores.","They didn't visit all stores, maybe not even a few stores.","They didn't visit all stores, but they visited a few stores."
a few-all,They heard a few of my calls.,They heard all of my calls.,They didn't hear any of my calls.,They didn't hear all of my calls.,"They heard a few of my calls, even all of them.","They heard a few of my calls, maybe even all of them.","They heard a few of my calls, but they didn't hear all of them.","They didn't hear all of my calls, not even a few of them.","They didn't hear all of my calls, maybe not even a few of them.","They didn't hear all of my calls, but they heard a few of them."
a few-all,I ate a few of the oranges.,I ate all of the oranges.,I didn't eat any of the oranges.,I didn't eat all of the oranges.,"I ate a few of the oranges, even all of them.","I ate a few of the oranges, maybe even all of them.","I ate a few of the oranges, but I didn't eat all of them.","I didn't eat all of the oranges, not even a few of them.","I didn't eat all of the oranges, maybe not even a few of them.","I didn't eat all of the oranges, but I ate a few of them."
a few-all,A few mails went to the wrong place.,All mails went to the wrong place.,No mails went to the wrong place.,All mails didn't go to the wrong place.,"A few mails went to the wrong place, even all mails went to the wrong place.","A few mails went to the wrong place, maybe even all mails went to the wrong place.","A few mails went to the wrong place, but all mails didn't go to the wrong place.","All mails didn't go to the wrong place, not even a few mails went to the wrong place.","All mails didn't go to the wrong place, maybe not even a few mails went to the wrong place.","All mails didn't go to the wrong place, but a few mails went to the wrong place."
a few-all,A few rooms of my house are in bad condition.,All rooms of my house are in bad condition.,None of the rooms of my house are in bad condition.,All rooms of my house are not in bad condition.,"A few rooms of my house are in bad condition, even all rooms are in bad condition.","A few rooms of my house are in bad condition, maybe even all rooms are in bad condition.","A few rooms of my house are in bad condition, but all rooms are not in bad condition.","All rooms of my house are not in bad condition, not even a few rooms are in bad condition.","All rooms of my house are not in bad condition, maybe not even a few rooms are in bad condition.","All rooms of my house are not in bad condition, but a few rooms are in bad condition."
a few-all,A few channels on TV will be closed.,All channels on TV will be closed.,No channels on TV will be closed.,All channels on TV will not be closed.,"A few channels on TV will be closed, even all channels will be closed.","A few channels on TV will be closed, maybe even all channels will be closed.","A few channels on TV will be closed, but all channels will not be closed.","All channels on TV will not be closed, not even a few channels will be closed.","All channels on TV will not be closed, maybe not even a few channels will be closed.","All channels on TV will not be closed, but a few channels will be closed."
a few-all,Mehmets will visit a few lakes in the country.,Mehmets will visit all lakes in the country.,Mehmets won't visit any lakes in the country.,Mehmets won't visit all lakes in the country.,"Mehmets will visit a few lakes in the country, even all lakes.","Mehmets will visit a few lakes in the country, maybe even all lakes.","Mehmets will visit a few lakes in the country, but won't visit all lakes.","Mehmets won't visit all lakes in the country, not even a few lakes.","Mehmets won't visit all lakes in the country, maybe not even a few lakes.","Mehmets won't visit all lakes in the country, but will visit a few lakes."
a few-all,Give him a few of the gifts I gave you.,Give him all of the gifts I gave you.,Don't give him any of the gifts I gave you.,Don't give him all of the gifts I gave you.,"Give him a few of the gifts I gave you, even all of the gifts.","Give him a few of the gifts I gave you, maybe even all of the gifts.","Give him a few of the gifts I gave you, but don't give him all of the gifts.","Don't give him all of the gifts I gave you, not even a few of the gifts.","Don't give him all of the gifts I gave you, maybe not even a few of the gifts.","Don't give him all of the gifts I gave you, but give him a few of the gifts."
a few-all,He was with me on a few of the days I worked.,He was with me on all of the days I worked.,He wasn't with me on any of the days I worked.,He wasn't with me on all of the days I worked.,"He was with me on a few of the days I worked, even all of them.","He was with me on a few of the days I worked, maybe even all of them.","He was with me on a few of the days I worked, but he wasn't with me on all of them.","He wasn't with me on all of the days I worked, not even a few of them.","He wasn't with me on all of the days I worked, maybe not even a few of them.","He wasn't with me on all of the days I worked, but he was with me on a few of them."
a few-every,A few trainees will come to the event.,Every trainee will come to the event.,No trainee will come to the event.,Every trainee will not come to the event.,"A few trainees will come to the event, even every trainee will come to the event.","A few trainees will come to the event, maybe even every trainee will come to the event.","A few trainees will come to the event, but every trainee will not come to the event.","Every trainee will not come to the event, even a few trainees will not come to the event.","Every trainee will not come to the event, maybe even a few trainees will not come to the event.","Every trainee will not come to the event, but a few trainees will come to the event."
a few-every,I will leave a few of my books there.,I will leave every one of my books there.,I will not leave any of my books there.,I will not leave every one of my books there.,"I will leave a few of my books there, even every one of them.","I will leave a few of my books there, maybe even every one of them.","I will leave a few of my books there, but I will not leave every one of them.","I will not leave every one of my books there, I will not even leave a few of them.","I will not leave every one of my books there, maybe I will not even leave a few of them.","I will not leave every one of my books there, but I will leave a few of them."
a few-every,You listened to a few of their songs.,You listened to every one of their songs.,You did not listen to any of their songs.,You did not listen to every one of their songs.,"You listened to a few of their songs, you even listened to every one of them.","You listened to a few of their songs, maybe you even listened to every one of them.","You listened to a few of their songs, but you did not listen to every one of them.","You did not listen to every one of their songs, you did not even listen to a few of them.","You did not listen to every one of their songs, maybe you did not even listen to a few of them.","You did not listen to every one of their songs, but you listened to a few of them."
a few-every,A few animals came here.,Every animal came here.,No animal came here.,Every animal did not come here.,"A few animals came here, even every animal came here.","A few animals came here, maybe even every animal came here.","A few animals came here, but every animal did not come here.","Every animal did not come here, not even a few animals came here.","Every animal did not come here, maybe not even a few animals came here.","Every animal did not come here, but a few animals came here."
a few-every,He happened to see a few seas.,He happened to see every sea.,He did not happen to see any sea.,He did not happen to see every sea.,"He happened to see a few seas, he even happened to see every sea.","He happened to see a few seas, maybe he even happened to see every sea.","He happened to see a few seas, but he did not happen to see every sea.","He did not happen to see every sea, he did not even happen to see a few seas.","He did not happen to see every sea, maybe he did not even happen to see a few seas.","He did not happen to see every sea, but he happened to see a few seas."
a few-every,He dedicated a few of his days to this work.,He dedicated every one of his days to this work.,He did not dedicate any of his days to this work.,He did not dedicate every one of his days to this work.,"He dedicated a few of his days to this work, he even dedicated every one of his days to this work.","He dedicated a few of his days to this work, maybe he even dedicated every one of his days to this work.","He dedicated a few of his days to this work, but he did not dedicate every one of his days to this work.","He did not dedicate every one of his days to this work, he did not even dedicate a few of his days to this work.","He did not dedicate every one of his days to this work, maybe he did not even dedicate a few of his days to this work.","He did not dedicate every one of his days to this work, but he dedicated a few of his days to this work."
a few-every,A few of my mistakes are because of you.,Every one of my mistakes is because of you.,None of my mistakes are because of you.,Every one of my mistakes is not because of you.,"A few of my mistakes are because of you, even every one of them is because of you.","A few of my mistakes are because of you, maybe even every one of them is because of you.","A few of my mistakes are because of you, but every one of them is not because of you.","Every one of my mistakes is not because of you, not even a few of them are because of you.","Every one of my mistakes is not because of you, maybe not even a few of them are because of you.","Every one of my mistakes is not because of you, but a few of them are because of you."
a few-every,We wrote a few of the articles together.,We wrote every one of the articles together.,We did not write any of the articles together.,We did not write every one of the articles together.,"We wrote a few of the articles together, we even wrote every one of them together.","We wrote a few of the articles together, maybe we even wrote every one of them together.","We wrote a few of the articles together, but we did not write every one of them together.","We did not write every one of the articles together, we did not even write a few of them together.","We did not write every one of the articles together, maybe we did not even write a few of them together.","We did not write every one of the articles together, but we wrote a few of them together."
a few-every,Let's give them a few of the chairs.,Let's give them every one of the chairs.,Let's not give them any of the chairs.,Let's not give them every one of the chairs.,"Let's give them a few of the chairs, let's even give them every one of them.","Let's give them a few of the chairs, maybe let's even give them every one of them.","Let's give them a few of the chairs, but let's not give them every one of them.","Let's not give them every one of the chairs, let's not even give them a few of them.","Let's not give them every one of the chairs, maybe let's not even give them a few of them.","Let's not give them every one of the chairs, but let's give them a few of them."
a few-every,A few of my questions were logical.,Every one of my questions was logical.,None of my questions were logical.,Every one of my questions was not logical.,"A few of my questions were logical, even every one of them was logical.","A few of my questions were logical, maybe even every one of them was logical.","A few of my questions were logical, but every one of them was not logical.","Every one of my questions was not logical, not even a few of them were logical.","Every one of my questions was not logical, maybe not even a few of them were logical.","Every one of my questions was not logical, but a few of them were logical."
a few-every,They liked a few of his poems.,They liked every one of his poems.,They didn't like any of his poems.,They didn't like every one of his poems.,"They liked a few of his poems, in fact every one of them.","They liked a few of his poems, maybe every one of them.",They liked a few of his poems but not every one.,"They didn't like every one of his poems, in fact they didn't even like a few of them.","They didn't like every one of his poems, maybe they didn't even like a few of them.","They didn't like every one of his poems, but they liked a few of them."
a few-every,A few of the parachutes we just bought turned out to be problematic.,Every one of the parachutes we just bought turned out to be problematic.,None of the parachutes we just bought turned out to be problematic.,Not every one of the parachutes we just bought turned out to be problematic.,"A few of the parachutes we just bought turned out to be problematic, in fact every one of them.","A few of the parachutes we just bought turned out to be problematic, maybe every one of them.",A few of the parachutes we just bought turned out to be problematic but not every one.,"Not every one of the parachutes we just bought turned out to be problematic, in fact not even a few of them.","Not every one of the parachutes we just bought turned out to be problematic, maybe not even a few of them.","Not every one of the parachutes we just bought turned out to be problematic, but a few of them did."
a few-every,A few of the trials were successful.,Every one of the trials was successful.,None of the trials failed.,Every one of the trials failed.,"A few of the trials were successful, in fact every one of them.","A few of the trials were successful, maybe every one of them.",A few of the trials were successful but not every one.,"Every one of the trials failed, in fact even a few of them failed.","Every one of the trials failed, maybe even a few of them failed.","Every one of the trials failed, but a few were successful."
a few-every,A few of the scenarios were chosen.,Every one of the scenarios was chosen.,None of the scenarios were chosen.,Not every one of the scenarios was chosen.,"A few of the scenarios were chosen, in fact every one of them.","A few of the scenarios were chosen, maybe every one of them.",A few of the scenarios were chosen but not every one.,"Not every one of the scenarios was chosen, in fact not even a few of them.","Not every one of the scenarios was chosen, maybe not even a few of them.","Not every one of the scenarios was chosen, but a few of them were."
a few-every,A few of my feelings changed.,Every one of my feelings changed.,None of my feelings changed.,Not every one of my feelings changed.,"A few of my feelings changed, in fact every one of them.","A few of my feelings changed, maybe every one of them.",A few of my feelings changed but not every one.,"Not every one of my feelings changed, in fact not even a few of them.","Not every one of my feelings changed, maybe not even a few of them.","Not every one of my feelings changed, but a few of them did."
a few-every,A few of the sinks are leaking.,Every one of the sinks is leaking.,None of the sinks are leaking.,Not every one of the sinks is leaking.,"A few of the sinks are leaking, in fact every one of them.","A few of the sinks are leaking, maybe every one of them.",A few of the sinks are leaking but not every one.,"Not every one of the sinks is leaking, in fact not even a few of them.","Not every one of the sinks is leaking, maybe not even a few of them.","Not every one of the sinks is leaking, but a few of them are."
a few-every,There was a sound from a few of the drawers.,There was a sound from every one of the drawers.,There was no sound from any of the drawers.,There was no sound from every one of the drawers.,"There was a sound from a few of the drawers, in fact every one of them.","There was a sound from a few of the drawers, maybe every one of them.",There was a sound from a few of the drawers but not every one.,"There was no sound from every one of the drawers, in fact not even a few of them.","There was no sound from every one of the drawers, maybe not even a few of them.","There was no sound from every one of the drawers, but there was from a few of them."
a few-every,A few of the landing planes went back up.,Every one of the landing planes went back up.,None of the landing planes went back up.,Not every one of the landing planes went back up.,"A few of the landing planes went back up, in fact every one of them.","A few of the landing planes went back up, maybe every one of them.",A few of the landing planes went back up but not every one.,"Not every one of the landing planes went back up, in fact not even a few of them.","Not every one of the landing planes went back up, maybe not even a few of them.","Not every one of the landing planes went back up, but a few of them did."
a few-every,A few of our friends at the airport missed the plane.,Every one of our friends at the airport missed the plane.,None of our friends at the airport missed the plane.,Not every one of our friends at the airport missed the plane.,"A few of our friends at the airport missed the plane, in fact every one of them.","A few of our friends at the airport missed the plane, maybe every one of them.",A few of our friends at the airport missed the plane but not every one.,"Not every one of our friends at the airport missed the plane, in fact not even a few of them.","Not every one of our friends at the airport missed the plane, maybe not even a few of them.","Not every one of our friends at the airport missed the plane, but a few of them did."
a few-every,A few of the rich became poor.,Every one of the rich became poor.,None of the rich became poor.,Not every one of the rich became poor.,"A few of the rich became poor, in fact every one of them.","A few of the rich became poor, maybe every one of them.",A few of the rich became poor but not every one.,"Not every one of the rich became poor, in fact not even a few of them.","Not every one of the rich became poor, maybe not even a few of them.","Not every one of the rich became poor, but a few of them did."
a few-every,He found a few pieces of the knife set he lost.,He found every piece of the knife set he lost.,He didn't find any pieces of the knife set he lost.,He didn't find every piece of the knife set he lost.,"He found a few pieces of the knife set he lost, he even found every piece.","He found a few pieces of the knife set he lost, maybe he found every piece.","He found a few pieces of the knife set he lost, but he didn't find every piece.","He didn't find every piece of the knife set he lost, he didn't even find a few pieces.","He didn't find every piece of the knife set he lost, maybe he didn't even find a few pieces.","He didn't find every piece of the knife set he lost, but he found a few pieces."
a few-every,He bought a few of his hats from Russia.,He bought every one of his hats from Russia.,He didn't buy any of his hats from Russia.,He didn't buy every one of his hats from Russia.,"He bought a few of his hats from Russia, he even bought every one of them from Russia.","He bought a few of his hats from Russia, maybe he bought every one of them from Russia.","He bought a few of his hats from Russia, but he didn't buy every one of them from Russia.","He didn't buy every one of his hats from Russia, he didn't even buy a few of them from Russia.","He didn't buy every one of his hats from Russia, maybe he didn't even buy a few of them from Russia.","He didn't buy every one of his hats from Russia, but he bought a few of them from Russia."
a few-every,A few of the goals were achieved.,Every goal was achieved.,None of the goals were achieved.,Every goal wasn't achieved.,"A few of the goals were achieved, every goal was even achieved.","A few of the goals were achieved, maybe every goal was achieved.","A few of the goals were achieved, but every goal wasn't achieved.","Every goal wasn't achieved, not even a few of them were achieved.","Every goal wasn't achieved, maybe not even a few of them were achieved.","Every goal wasn't achieved, but a few of them were achieved."
a few-every,A few of the dogs are playing in the street.,Every one of the dogs are playing in the street.,None of the dogs are playing in the street.,Every one of the dogs are not playing in the street.,"A few of the dogs are playing in the street, every one of them are even playing in the street.","A few of the dogs are playing in the street, maybe every one of them are playing in the street.","A few of the dogs are playing in the street, but every one of them are not playing in the street.","Every one of the dogs are not playing in the street, not even a few of them are playing in the street.","Every one of the dogs are not playing in the street, maybe not even a few of them are playing in the street.","Every one of the dogs are not playing in the street, but a few of them are playing in the street."
a few-every,A few of the houses in the village were demolished.,Every house in the village was demolished.,None of the houses in the village were demolished.,Every house in the village was not demolished.,"A few of the houses in the village were demolished, every house was even demolished.","A few of the houses in the village were demolished, maybe every house was demolished.","A few of the houses in the village were demolished, but every house was not demolished.","Every house in the village was not demolished, not even a few of them were demolished.","Every house in the village was not demolished, maybe not even a few of them were demolished.","Every house in the village was not demolished, but a few of them were demolished."
a few-every,A few of their cars were found.,Every one of their cars were found.,None of their cars were found.,Every one of their cars were not found.,"A few of their cars were found, every one of them were even found.","A few of their cars were found, maybe every one of them were found.","A few of their cars were found, but every one of them were not found.","Every one of their cars were not found, not even a few of them were found.","Every one of their cars were not found, maybe not even a few of them were found.","Every one of their cars were not found, but a few of them were found."
a few-every,He closed a few of his bank accounts.,He closed every one of his bank accounts.,He didn't close any of his bank accounts.,He didn't close every one of his bank accounts.,"He closed a few of his bank accounts, he even closed every one of them.","He closed a few of his bank accounts, maybe he closed every one of them.","He closed a few of his bank accounts, but he didn't close every one of them.","He didn't close every one of his bank accounts, he didn't even close a few of them.","He didn't close every one of his bank accounts, maybe he didn't even close a few of them.","He didn't close every one of his bank accounts, but he closed a few of them."
a few-every,A few of the fish species in the sea are endangered.,Every fish species in the sea is endangered.,None of the fish species in the sea are endangered.,Every fish species in the sea is not endangered.,"A few of the fish species in the sea are endangered, every one of them is even endangered.","A few of the fish species in the sea are endangered, maybe every one of them is endangered.","A few of the fish species in the sea are endangered, but every one of them is not endangered.","Every fish species in the sea is not endangered, not even a few of them are endangered.","Every fish species in the sea is not endangered, maybe not even a few of them are endangered.","Every fish species in the sea is not endangered, but a few of them are endangered."
a few-every,A few of my pencils are red.,Every one of my pencils are red.,None of my pencils are red.,Every one of my pencils are not red.,"A few of my pencils are red, every one of them is even red.","A few of my pencils are red, maybe every one of them is red.","A few of my pencils are red, but every one of them is not red.","Every one of my pencils are not red, not even a few of them are red.","Every one of my pencils are not red, maybe not even a few of them are red.","Every one of my pencils are not red, but a few of them are red."
a few-every,A few of our footballers will play in this match.,Every one of our footballers will play in this match.,None of our footballers will play in this match.,Every one of our footballers will not play in this match.,"A few of our footballers will play in this match, every one of them will even play in this match.","A few of our footballers will play in this match, maybe every one of them will play in this match.","A few of our footballers will play in this match, but every one of them will not play in this match.","Every one of our footballers will not play in this match, not even a few of them will play in this match.","Every one of our footballers will not play in this match, maybe not even a few of them will play in this match.","Every one of our footballers will not play in this match, but a few of them will play in this match."
a few-every,It is said that they will renovate a few of our stadiums.,It is said that they will renovate every one of our stadiums.,It is said that they will not renovate any of our stadiums.,It is said that they will not renovate every one of our stadiums.,"It is said that they will renovate a few of our stadiums, in fact, every one of them.","It is said that they will renovate a few of our stadiums, maybe even every one of them.","It is said that they will renovate a few of our stadiums, but not every one of them.","It is said that they will not renovate every one of our stadiums, in fact, not even a few of them.","It is said that they will not renovate every one of our stadiums, maybe not even a few of them.","It is said that they will not renovate every one of our stadiums, but they will renovate a few of them."
a few-every,They cut down a few of the poplar trees.,They cut down every one of the poplar trees.,They did not cut down any of the poplar trees.,They did not cut down every one of the poplar trees.,"They cut down a few of the poplar trees, in fact, every one of them.","They cut down a few of the poplar trees, maybe even every one of them.","They cut down a few of the poplar trees, but not every one of them.","They did not cut down every one of the poplar trees, in fact, not even a few of them.","They did not cut down every one of the poplar trees, maybe not even a few of them.","They did not cut down every one of the poplar trees, but they cut down a few of them."
a few-every,A few of the fountains were sold.,Every one of the fountains was sold.,None of the fountains were sold.,Not every one of the fountains was sold.,"A few of the fountains were sold, in fact, every one of them was sold.","A few of the fountains were sold, maybe even every one of them was sold.","A few of the fountains were sold, but not every one of them.","Not every one of the fountains was sold, in fact, not even a few of them were sold.","Not every one of the fountains was sold, maybe not even a few of them were sold.","Not every one of the fountains was sold, but a few of them were sold."
a few-every,A few of our friends in the meeting spoke.,Every one of our friends in the meeting spoke.,None of our friends in the meeting spoke.,Not every one of our friends in the meeting spoke.,"A few of our friends in the meeting spoke, in fact, every one of them spoke.","A few of our friends in the meeting spoke, maybe even every one of them spoke.","A few of our friends in the meeting spoke, but not every one of them.","Not every one of our friends in the meeting spoke, in fact, not even a few of them spoke.","Not every one of our friends in the meeting spoke, maybe not even a few of them spoke.","Not every one of our friends in the meeting spoke, but a few of them spoke."
a few-every,A few of our athletes at the Olympics returned with a medal.,Every one of our athletes at the Olympics returned with a medal.,None of our athletes at the Olympics returned with a medal.,Not every one of our athletes at the Olympics returned with a medal.,"A few of our athletes at the Olympics returned with a medal, in fact, every one of them returned with a medal.","A few of our athletes at the Olympics returned with a medal, maybe even every one of them returned with a medal.","A few of our athletes at the Olympics returned with a medal, but not every one of them returned with a medal.","Not every one of our athletes at the Olympics returned with a medal, in fact, not even a few of them returned with a medal.","Not every one of our athletes at the Olympics returned with a medal, maybe not even a few of them returned with a medal.","Not every one of our athletes at the Olympics returned with a medal, but a few of them returned with a medal."
a few-every,A few of the children in the village went to school.,Every one of the children in the village went to school.,None of the children in the village went to school.,Not every one of the children in the village went to school.,"A few of the children in the village went to school, in fact, every one of them went to school.","A few of the children in the village went to school, maybe even every one of them went to school.","A few of the children in the village went to school, but not every one of them went to school.","Not every one of the children in the village went to school, in fact, not even a few of them went to school.","Not every one of the children in the village went to school, maybe not even a few of them went to school.","Not every one of the children in the village went to school, but a few of them went to school."
