scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
probably-certain,He probably buys that car by tomorrow.,It is certain that he will buy that car by tomorrow.,He probably doesn't buy that car by tomorrow.,It is not certain that he will buy that car by tomorrow.,"He probably buys that car by tomorrow, it is even certain that he will.","He probably buys that car by tomorrow, maybe it is even certain that he will buy it.","He probably buys that car by tomorrow, but it is not certain that he will.","It is not certain that he will buy that car by tomorrow, he probably won't even buy it.","It is not certain that he will buy that car by tomorrow, he probably won't buy it.","It is not certain that he will buy that car by tomorrow, but he probably will."
probably-certain,Polat probably took his medicine.,It is certain that Polat took his medicine.,Polat probably didn't take his medicine.,It is not certain that Polat took his medicine.,"Polat probably took his medicine, it is even certain that he took it.","Polat probably took his medicine, maybe it is even certain that he took it.","Polat probably took his medicine, but it is not certain that he did.","It is not certain that Polat took his medicine, he probably didn't even take it.","It is not certain that Polat took his medicine, he probably didn't take it.","It is not certain that Polat took his medicine, but he probably did."
probably-certain,The villagers probably sprayed the fields with pesticides.,It is certain that the villagers sprayed the fields with pesticides.,The villagers probably didn't spray the fields with pesticides.,It is not certain that the villagers sprayed the fields with pesticides.,"The villagers probably sprayed the fields with pesticides, it is even certain that they did.","The villagers probably sprayed the fields with pesticides, maybe it is even certain that they sprayed them.","The villagers probably sprayed the fields with pesticides, but it is not certain that they did.","It is not certain that the villagers sprayed the fields with pesticides, they probably didn't even spray them.","It is not certain that the villagers sprayed the fields with pesticides, they probably didn't spray them.","It is not certain that the villagers sprayed the fields with pesticides, but they probably did."
probably-certain,He probably made his intention clear today.,It is certain that he made his intention clear today.,He probably didn't make his intention clear today.,It is not certain that he made his intention clear today.,"He probably made his intention clear today, it is even certain that he did.","He probably made his intention clear today, maybe it is even certain that he made it clear.","He probably made his intention clear today, but it is not certain that he did.","It is not certain that he made his intention clear today, he probably didn't even make it clear.","It is not certain that he made his intention clear today, he probably didn't make it clear.","It is not certain that he made his intention clear today, but he probably did."
probably-certain,He probably proposed to her at their meeting yesterday.,It is certain that he proposed to her at their meeting yesterday.,He probably didn't propose to her at their meeting yesterday.,It is not certain that he proposed to her at their meeting yesterday.,"He probably proposed to her at their meeting yesterday, it is even certain that he did.","He probably proposed to her at their meeting yesterday, maybe it is even certain that he proposed.","He probably proposed to her at their meeting yesterday, but it is not certain that he did.","It is not certain that he proposed to her at their meeting yesterday, he probably didn't even propose.","It is not certain that he proposed to her at their meeting yesterday, he probably didn't propose.","It is not certain that he proposed to her at their meeting yesterday, but he probably did."
probably-certain,They probably made a change in this matter this year.,It is certain that they made a change in this matter this year.,They probably didn't make a change in this matter this year.,It is not certain that they made a change in this matter this year.,"They probably made a change in this matter this year, it is even certain that they did.","They probably made a change in this matter this year, maybe it is even certain that they made a change.","They probably made a change in this matter this year, but it is not certain that they did.","It is not certain that they made a change in this matter this year, they probably didn't even make a change.","It is not certain that they made a change in this matter this year, they probably didn't make a change.","It is not certain that they made a change in this matter this year, but they probably did."
probably-certain,He probably participated in a competition this year.,It is certain that he participated in a competition this year.,He probably did not participate in a competition this year.,It is not certain that he participated in a competition this year.,"He probably participated in a competition this year, in fact, it is certain that he participated.","He probably participated in a competition this year, maybe it is certain that he participated.","He probably participated in a competition this year, but it is not certain that he participated.","It is not certain that he participated in a competition this year, in fact, he probably did not participate.","It is not certain that he participated in a competition this year, he probably did not even participate.","It is not certain that he participated in a competition this year, but he probably participated."
probably-certain,He probably cut the poplars last year.,It is certain that he cut the poplars last year.,He probably did not cut the poplars last year.,It is not certain that he cut the poplars last year.,"He probably cut the poplars last year, in fact, it is certain that he cut the poplars.","He probably cut the poplars last year, maybe it is certain that he cut the poplars.","He probably cut the poplars last year, but it is not certain that he cut the poplars.","It is not certain that he cut the poplars last year, in fact, he probably did not cut the poplars.","It is not certain that he cut the poplars last year, he probably did not even cut the poplars.","It is not certain that he cut the poplars last year, but he probably cut the poplars."
probably-certain,He probably finished this book last year.,It is certain that he finished this book last year.,He probably did not finish this book last year.,It is not certain that he finished this book last year.,"He probably finished this book last year, in fact, it is certain that he finished it.","He probably finished this book last year, maybe it is certain that he finished it.","He probably finished this book last year, but it is not certain that he finished it.","It is not certain that he finished this book last year, in fact, he probably did not finish it.","It is not certain that he finished this book last year, he probably did not even finish it.","It is not certain that he finished this book last year, but he probably finished it."
probably-certain,He probably reviewed this movie.,It is certain that he reviewed this movie.,He probably did not review this movie.,It is not certain that he reviewed this movie.,"He probably reviewed this movie, in fact, it is certain that he reviewed it.","He probably reviewed this movie, maybe it is certain that he reviewed it.","He probably reviewed this movie, but it is not certain that he reviewed it.","It is not certain that he reviewed this movie, in fact, he probably did not review it.","It is not certain that he reviewed this movie, he probably did not even review it.","It is not certain that he reviewed this movie, but he probably reviewed it."
probably-certain,They probably changed these traditions.,It is certain that they changed these traditions.,They probably did not change these traditions.,It is not certain that they changed these traditions.,"They probably changed these traditions, in fact, it is certain that they changed them.","They probably changed these traditions, maybe it is certain that they changed them.","They probably changed these traditions, but it is not certain that they changed them.","It is not certain that they changed these traditions, in fact, they probably did not change them.","It is not certain that they changed these traditions, they probably did not even change them.","It is not certain that they changed these traditions, but they probably changed them."
probably-certain,They probably got a raise.,It is certain that they got a raise.,They probably did not get a raise.,It is not certain that they got a raise.,"They probably got a raise, in fact, it is certain that they got a raise.","They probably got a raise, maybe it is certain that they got a raise.","They probably got a raise, but it is not certain that they got a raise.","It is not certain that they got a raise, in fact, they probably did not get a raise.","It is not certain that they got a raise, they probably did not even get a raise.","It is not certain that they got a raise, but they probably got a raise."
probably-certain,The bosses probably discussed the working conditions of the workers at this meeting.,It is certain that the bosses discussed the working conditions of the workers at this meeting.,The bosses probably did not discuss the working conditions of the workers at this meeting.,It is not certain that the bosses discussed the working conditions of the workers at this meeting.,"The bosses probably discussed the working conditions of the workers at this meeting, in fact, it is certain that they discussed it.","The bosses probably discussed the working conditions of the workers at this meeting, maybe it is certain that they discussed it.","The bosses probably discussed the working conditions of the workers at this meeting, but it is not certain that they discussed it.","It is not certain that the bosses discussed the working conditions of the workers at this meeting, in fact, they probably did not discuss it.","It is not certain that the bosses discussed the working conditions of the workers at this meeting, they probably did not even discuss it.","It is not certain that the bosses discussed the working conditions of the workers at this meeting, but they probably discussed it."
probably-certain,They probably stayed one night in Marseille.,It is certain that they stayed one night in Marseille.,They probably did not stay one night in Marseille.,It is not certain that they stayed one night in Marseille.,"They probably stayed one night in Marseille, in fact, it is certain that they stayed.","They probably stayed one night in Marseille, maybe it is certain that they stayed.","They probably stayed one night in Marseille, but it is not certain that they stayed.","It is not certain that they stayed one night in Marseille, in fact, they probably did not stay one night.","It is not certain that they stayed one night in Marseille, they probably did not even stay one night.","It is not certain that they stayed one night in Marseille, but they probably stayed one night."
probably-certain,They probably stopped by that restaurant in Valencia.,It is certain that they stopped by that restaurant in Valencia.,They probably did not stop by that restaurant in Valencia.,It is not certain that they stopped by that restaurant in Valencia.,"They probably stopped by that restaurant in Valencia, in fact, it is certain that they stopped by.","They probably stopped by that restaurant in Valencia, maybe it is certain that they stopped by.","They probably stopped by that restaurant in Valencia, but it is not certain that they stopped by.","It is not certain that they stopped by that restaurant in Valencia, in fact, they probably did not stop by.","It is not certain that they stopped by that restaurant in Valencia, they probably did not even stop by.","It is not certain that they stopped by that restaurant in Valencia, but they probably stopped by."
probably-certain,He probably cleared the phone's memory.,It is certain that he cleared the phone's memory.,He probably did not clear the phone's memory.,It is not certain that he cleared the phone's memory.,"He probably cleared the phone's memory, in fact, it is certain that he cleared it.","He probably cleared the phone's memory, maybe it is certain that he cleared it.","He probably cleared the phone's memory, but it is not certain that he cleared it.","It is not certain that he cleared the phone's memory, in fact, he probably did not clear it.","It is not certain that he cleared the phone's memory, he probably did not even clear it.","It is not certain that he cleared the phone's memory, but he probably cleared it."
probably-certain,He probably took out the trash in his house.,It is certain that he took out the trash in his house.,He probably didn't take out the trash in his house.,It is not certain that he took out the trash in his house.,"He probably took out the trash in his house, in fact it is certain that he took it out.","He probably took out the trash in his house, maybe it is certain that he took it out.","He probably took out the trash in his house, but it is not certain that he took it out.","It is not certain that he took out the trash in his house, in fact, he probably didn't take it out.","It is not certain that he took out the trash in his house, he probably didn't even take it out.","It is not certain that he took out the trash in his house, but he probably took it out."
probably-certain,He probably attended the language course he paid for.,It is certain that he attended the language course he paid for.,He probably didn't attend the language course he paid for.,It is not certain that he attended the language course he paid for.,"He probably attended the language course he paid for, in fact it is certain that he attended.","He probably attended the language course he paid for, maybe it is certain that he attended.","He probably attended the language course he paid for, but it is not certain that he attended.","It is not certain that he attended the language course he paid for, in fact, he probably didn't attend.","It is not certain that he attended the language course he paid for, he probably didn't even attend.","It is not certain that he attended the language course he paid for, but he probably attended."
probably-certain,He probably went to a course to learn Greek.,It is certain that he went to a course to learn Greek.,He probably didn't go to a course to learn Greek.,It is not certain that he went to a course to learn Greek.,"He probably went to a course to learn Greek, in fact, it is certain that he went to a course.","He probably went to a course to learn Greek, maybe it is certain that he went to a course.","He probably went to a course to learn Greek, but it is not certain that he went to a course.","It is not certain that he went to a course to learn Greek, in fact, he probably didn't go to a course.","It is not certain that he went to a course to learn Greek, he probably didn't even go to a course.","It is not certain that he went to a course to learn Greek, but he probably went to a course."
probably-certain,He probably dusted the television.,It is certain that he dusted the television.,He probably didn't dust the television.,It is not certain that he dusted the television.,"He probably dusted the television, in fact it is certain that he dusted it.","He probably dusted the television, maybe it is certain that he dusted it.","He probably dusted the television, but it is not certain that he dusted it.","It is not certain that he dusted the television, in fact, he probably didn't dust it.","It is not certain that he dusted the television, he probably didn't even dust it.","It is not certain that he dusted the television, but he probably dusted it."
probably-certain,He probably undertook the picnic organization.,It is certain that he undertook the picnic organization.,He probably didn't undertake the picnic organization.,It is not certain that he undertook the picnic organization.,"He probably undertook the picnic organization, in fact it is certain that he undertook it.","He probably undertook the picnic organization, maybe it is certain that he undertook it.","He probably undertook the picnic organization, but it is not certain that he undertook it.","It is not certain that he undertook the picnic organization, in fact, he probably didn't undertake it.","It is not certain that he undertook the picnic organization, he probably didn't even undertake it.","It is not certain that he undertook the picnic organization, but he probably undertook it."
probably-certain,You probably cleaned the radiator cores.,It is certain that you cleaned the radiator cores.,You probably didn't clean the radiator cores.,It is not certain that you cleaned the radiator cores.,"You probably cleaned the radiator cores, in fact it is certain that you cleaned them.","You probably cleaned the radiator cores, maybe it is certain that you cleaned them.","You probably cleaned the radiator cores, but it is not certain that you cleaned them.","It is not certain that you cleaned the radiator cores, in fact, you probably didn't clean them.","It is not certain that you cleaned the radiator cores, you probably didn't even clean them.","It is not certain that you cleaned the radiator cores, but you probably cleaned them."
probably-certain,He probably moved to a new house.,It is certain that he moved to a new house.,He probably didn't move to a new house.,It is not certain that he moved to a new house.,"He probably moved to a new house, in fact, it is certain that he moved.","He probably moved to a new house, maybe it is certain that he moved.","He probably moved to a new house, but it is not certain that he moved.","It is not certain that he moved to a new house, in fact, he probably didn't move to a new house.","It is not certain that he moved to a new house, he probably didn't even move to a new house.","It is not certain that he moved to a new house, but he probably moved to a new house."
probably-certain,He probably read this book in the last lesson.,It is certain that he read this book in the last lesson.,He probably didn't read this book in the last lesson.,It is not certain that he read this book in the last lesson.,"He probably read this book in the last lesson, in fact it is certain that he read it.","He probably read this book in the last lesson, maybe it is certain that he read it.","He probably read this book in the last lesson, but it is not certain that he read it.","It is not certain that he read this book in the last lesson, in fact, he probably didn't read it.","It is not certain that he read this book in the last lesson, he probably didn't even read it.","It is not certain that he read this book in the last lesson, but he probably read it."
probably-certain,The theatres probably closed yesterday.,It is certain that the theatres closed yesterday.,The theatres probably didn't close yesterday.,It is not certain that the theatres closed yesterday.,"The theatres probably closed yesterday, in fact it is certain that they closed yesterday.","The theatres probably closed yesterday, maybe it is certain that they closed yesterday.","The theatres probably closed yesterday, but it is not certain that they closed yesterday.","It is not certain that the theatres closed yesterday, in fact, they probably didn't close yesterday.","It is not certain that the theatres closed yesterday, they probably didn't even close yesterday.","It is not certain that the theatres closed yesterday, but they probably closed yesterday."
probably-certain,He probably liked this documentary.,It is certain that he liked this documentary.,He probably didn't like this documentary.,It is not certain that he liked this documentary.,"He probably liked this documentary, in fact it is certain that he liked it.","He probably liked this documentary, maybe it is certain that he liked it.","He probably liked this documentary, but it is not certain that he liked it.","It is not certain that he liked this documentary, in fact, he probably didn't like it.","It is not certain that he liked this documentary, he probably didn't even like it.","It is not certain that he liked this documentary, but he probably liked it."
probably-certain,He probably repaired the armchair.,It is certain that he repaired the armchair.,He probably didn't repair the armchair.,It is not certain that he repaired the armchair.,"He probably repaired the armchair, in fact, it is certain that he repaired it.","He probably repaired the armchair, maybe it is certain that he repaired it.","He probably repaired the armchair, but it is not certain that he repaired it.","It is not certain that he repaired the armchair, in fact, he probably didn't repair it.","It is not certain that he repaired the armchair, he probably didn't even repair it.","It is not certain that he repaired the armchair, but he probably repaired it."
probably-certain,He probably finished this game.,It is certain that he finished this game.,He probably didn't finish this game.,It is not certain that he finished this game.,"He probably finished this game, in fact, it is certain that he finished it.","He probably finished this game, maybe it is certain that he finished it.","He probably finished this game, but it is not certain that he finished it.","It is not certain that he finished this game, in fact, he probably didn't finish it.","It is not certain that he finished this game, he probably didn't even finish it.","It is not certain that he finished this game, but he probably finished it."
probably-certain,He probably washed the pillows.,It is certain that he washed the pillows.,He probably didn't wash the pillows.,It is not certain that he washed the pillows.,"He probably washed the pillows, in fact, it is certain that he washed them.","He probably washed the pillows, maybe it is certain that he washed them.","He probably washed the pillows, but it is not certain that he washed them.","It is not certain that he washed the pillows, in fact, he probably didn't wash them.","It is not certain that he washed the pillows, he probably didn't even wash them.","It is not certain that he washed the pillows, but he probably washed them."
probably-certain,He probably narrated the documentary.,It is certain that he narrated the documentary.,He probably didn't narrate the documentary.,It is not certain that he narrated the documentary.,"He probably narrated the documentary, in fact, it is certain that he narrated it.","He probably narrated the documentary, maybe it is certain that he narrated it.","He probably narrated the documentary, but it is not certain that he narrated it.","It is not certain that he narrated the documentary, in fact, he probably didn't narrate it.","It is not certain that he narrated the documentary, he probably didn't even narrate it.","It is not certain that he narrated the documentary, but he probably narrated it."
probably-certain,He probably stopped by the factory.,It is certain that he stopped by the factory.,He probably didn't stop by the factory.,It is not certain that he stopped by the factory.,"He probably stopped by the factory, in fact, it is certain that he stopped by.","He probably stopped by the factory, maybe it is certain that he stopped by.","He probably stopped by the factory, but it is not certain that he stopped by.","It is not certain that he stopped by the factory, in fact, he probably didn't stop by.","It is not certain that he stopped by the factory, he probably didn't even stop by.","It is not certain that he stopped by the factory, but he probably stopped by."
probably-certain,He probably finished the article last month.,It is certain that he finished the article last month.,He probably didn't finish the article last month.,It is not certain that he finished the article last month.,"He probably finished the article last month, in fact, it is certain that he finished it.","He probably finished the article last month, maybe it is certain that he finished it.","He probably finished the article last month, but it is not certain that he finished it.","It is not certain that he finished the article last month, in fact, he probably didn't finish it.","It is not certain that he finished the article last month, he probably didn't even finish it.","It is not certain that he finished the article last month, but he probably finished it."
probably-certain,They probably stayed in Japan last winter.,It is certain that they stayed in Japan last winter.,They probably didn't stay in Japan last winter.,It is not certain that they stayed in Japan last winter.,"They probably stayed in Japan last winter, in fact, it is certain that they stayed.","They probably stayed in Japan last winter, maybe it is certain that they stayed.","They probably stayed in Japan last winter, but it is not certain that they stayed.","It is not certain that they stayed in Japan last winter, in fact, they probably didn't stay in Japan.","It is not certain that they stayed in Japan last winter, they probably didn't even stay in Japan.","It is not certain that they stayed in Japan last winter, but they probably stayed in Japan."
probably-certain,They probably understood the lyrics of the song.,It is certain that they understood the lyrics of the song.,They probably didn't understand the lyrics of the song.,It is not certain that they understood the lyrics of the song.,"They probably understood the lyrics of the song, in fact, it is certain that they understood.","They probably understood the lyrics of the song, maybe it is certain that they understood.","They probably understood the lyrics of the song, but it is not certain that they understood.","It is not certain that they understood the lyrics of the song, in fact, they probably didn't understand.","It is not certain that they understood the lyrics of the song, they probably didn't even understand.","It is not certain that they understood the lyrics of the song, but they probably understood."
probably-certain,You probably cleaned your house.,It is certain that you cleaned your house.,You probably didn't clean your house.,It is not certain that you cleaned your house.,"You probably cleaned your house, in fact, it is certain that you cleaned it.","You probably cleaned your house, maybe it is certain that you cleaned it.","You probably cleaned your house, but it is not certain that you cleaned it.","It is not certain that you cleaned your house, in fact, you probably didn't clean it.","It is not certain that you cleaned your house, you probably didn't even clean it.","It is not certain that you cleaned your house, but you probably cleaned it."
probably-certain,They probably stayed in Trabzon.,It is certain that they stayed in Trabzon.,They probably didn't stay in Trabzon.,It is not certain that they stayed in Trabzon.,"They probably stayed in Trabzon, in fact, it is certain that they stayed.","They probably stayed in Trabzon, maybe it is certain that they stayed.","They probably stayed in Trabzon, but it is not certain that they stayed.","It is not certain that they stayed in Trabzon, in fact, they probably didn't stay in Trabzon.","It is not certain that they stayed in Trabzon, they probably didn't even stay in Trabzon.","It is not certain that they stayed in Trabzon, but they probably stayed in Trabzon."
probably-certain,He probably threw away his food.,It is certain that he threw away his food.,He probably didn't throw away his food.,It is not certain that he threw away his food.,"He probably threw away his food, in fact it is certain that he threw away his food.","He probably threw away his food, and maybe it is certain that he threw away his food.","He probably threw away his food, but it is not certain that he threw away his food.","It is not certain that he threw away his food, in fact he probably didn't throw away his food.","It is not certain that he threw away his food, he probably didn't even throw away his food.","It is not certain that he threw away his food, but he probably threw away his food."
probably-certain,He probably turned on the lights.,It is certain that he turned on the lights.,He probably didn't turn on the lights.,It is not certain that he turned on the lights.,"He probably turned on the lights, in fact it is certain that he turned on the lights.","He probably turned on the lights, and maybe it is certain that he turned on the lights.","He probably turned on the lights, but it is not certain that he turned on the lights.","It is not certain that he turned on the lights, in fact he probably didn't turn on the lights.","It is not certain that he turned on the lights, he probably didn't even turn on the lights.","It is not certain that he turned on the lights, but he probably turned on the lights."
probably-certain,They probably lifted the bans.,It is certain that they lifted the bans.,They probably didn't lift the bans.,It is not certain that they lifted the bans.,"They probably lifted the bans, in fact it is certain that they lifted the bans.","They probably lifted the bans, and maybe it is certain that they lifted the bans.","They probably lifted the bans, but it is not certain that they lifted the bans.","It is not certain that they lifted the bans, in fact they probably didn't lift the bans.","It is not certain that they lifted the bans, they probably didn't even lift the bans.","It is not certain that they lifted the bans, but they probably lifted the bans."
probably-certain,His wife probably put his life in order.,It is certain that his wife put his life in order.,His wife probably didn't put his life in order.,It is not certain that his wife put his life in order.,"His wife probably put his life in order, in fact it is certain that his wife put his life in order.","His wife probably put his life in order, and maybe it is certain that his wife put his life in order.","His wife probably put his life in order, but it is not certain that his wife put his life in order.","It is not certain that his wife put his life in order, in fact his wife probably didn't put his life in order.","It is not certain that his wife put his life in order, his wife probably didn't even put his life in order.","It is not certain that his wife put his life in order, but his wife probably put his life in order."
probably-certain,The students probably followed our instructions.,It is certain that the students followed our instructions.,The students probably didn't follow our instructions.,It is not certain that the students followed our instructions.,"The students probably followed our instructions, in fact it is certain that they followed our instructions.","The students probably followed our instructions, and maybe it is certain that they followed our instructions.","The students probably followed our instructions, but it is not certain that they followed our instructions.","It is not certain that the students followed our instructions, in fact they probably didn't follow our instructions.","It is not certain that the students followed our instructions, they probably didn't even follow our instructions.","It is not certain that the students followed our instructions, but they probably followed our instructions."
probably-certain,He probably changed his password.,It is certain that he changed his password.,He probably didn't change his password.,It is not certain that he changed his password.,"He probably changed his password, in fact it is certain that he changed his password.","He probably changed his password, and maybe it is certain that he changed his password.","He probably changed his password, but it is not certain that he changed his password.","It is not certain that he changed his password, in fact he probably didn't change his password.","It is not certain that he changed his password, he probably didn't even change his password.","It is not certain that he changed his password, but he probably changed his password."
probably-certain,He probably sold his field.,It is certain that he sold his field.,He probably didn't sell his field.,It is not certain that he sold his field.,"He probably sold his field, in fact it is certain that he sold his field.","He probably sold his field, and maybe it is certain that he sold his field.","He probably sold his field, but it is not certain that he sold his field.","It is not certain that he sold his field, in fact he probably didn't sell his field.","It is not certain that he sold his field, he probably didn't even sell his field.","It is not certain that he sold his field, but he probably sold his field."
probably-certain,They probably saw the children who came yesterday.,It is certain that they saw the children who came yesterday.,They probably didn't see the children who came yesterday.,It is not certain that they saw the children who came yesterday.,"They probably saw the children who came yesterday, in fact it is certain that they saw the children who came yesterday.","They probably saw the children who came yesterday, and maybe it is certain that they saw the children who came yesterday.","They probably saw the children who came yesterday, but it is not certain that they saw the children who came yesterday.","It is not certain that they saw the children who came yesterday, in fact they probably didn't see the children who came yesterday.","It is not certain that they saw the children who came yesterday, they probably didn't even see the children who came yesterday.","It is not certain that they saw the children who came yesterday, but they probably saw the children who came yesterday."
probably-certain,They probably closed the theater.,It is certain that they closed the theater.,They probably didn't close the theater.,It is not certain that they closed the theater.,"They probably closed the theater, in fact it is certain that they closed the theater.","They probably closed the theater, and maybe it is certain that they closed the theater.","They probably closed the theater, but it is not certain that they closed the theater.","It is not certain that they closed the theater, in fact they probably didn't close the theater.","It is not certain that they closed the theater, they probably didn't even close the theater.","It is not certain that they closed the theater, but they probably closed the theater."
probably-certain,His father probably greeted his friends.,It is certain that his father greeted his friends.,His father probably didn't greet his friends.,It is not certain that his father greeted his friends.,"His father probably greeted his friends, in fact it is certain that his father greeted his friends.","His father probably greeted his friends, and maybe it is certain that his father greeted his friends.","His father probably greeted his friends, but it is not certain that his father greeted his friends.","It is not certain that his father greeted his friends, in fact his father probably didn't greet his friends.","It is not certain that his father greeted his friends, his father probably didn't even greet his friends.","It is not certain that his father greeted his friends, but his father probably greeted his friends."
probably-certain,He probably sold the poetry book.,It is certain that he sold the poetry book.,He probably didn't sell the poetry book.,It is not certain that he sold the poetry book.,"He probably sold the poetry book, it is even certain that he sold it.","He probably sold the poetry book, maybe it is even certain that he sold it.","He probably sold the poetry book, but it is not certain that he sold it.","It is not certain that he sold the poetry book, in fact, he probably didn't sell it.","It is not certain that he sold the poetry book, he probably didn't even sell it.","It is not certain that he sold the poetry book, but he probably sold it."
probably-certain,The Italian actor probably attended the grand invitation.,It is certain that the Italian actor attended the grand invitation.,The Italian actor probably didn't attend the grand invitation.,It is not certain that the Italian actor attended the grand invitation.,"The Italian actor probably attended the grand invitation, in fact, it is certain that he attended.","The Italian actor probably attended the grand invitation, maybe it is even certain that he attended.","The Italian actor probably attended the grand invitation, but it is not certain that he attended.","It is not certain that the Italian actor attended the grand invitation, in fact, he probably didn't attend the grand invitation.","It is not certain that the Italian actor attended the grand invitation, he probably didn't even attend the grand invitation.","It is not certain that the Italian actor attended the grand invitation, but he probably attended the grand invitation."
probably-certain,They probably achieved the desired balance sheet.,It is certain that they reached the desired balance sheet.,They probably didn't reach the desired balance sheet.,It is not certain that they reached the desired balance sheet.,"They probably achieved the desired balance sheet, it is even certain that they achieved it.","They probably achieved the desired balance sheet, maybe it is even certain that they achieved it.","They probably achieved the desired balance sheet, but it is not certain that they achieved it.","It is not certain that they reached the desired balance sheet, in fact, they probably didn't reach it.","It is not certain that they reached the desired balance sheet, they probably didn't even reach it.","It is not certain that they reached the desired balance sheet, but they probably reached it."
probably-certain,Burak probably completed the last mission of the game.,It is certain that Burak completed the last mission of the game.,Burak probably didn't complete the last mission of the game.,It is not certain that Burak completed the last mission of the game.,"Burak probably completed the last mission of the game, in fact, it is certain that he completed it.","Burak probably completed the last mission of the game, maybe it is even certain that he completed it.","Burak probably completed the last mission of the game, but it is not certain that he completed it.","It is not certain that Burak completed the last mission of the game, in fact, he probably didn't complete it.","It is not certain that Burak completed the last mission of the game, he probably didn't even complete it.","It is not certain that Burak completed the last mission of the game, but he probably completed it."
probably-certain,The municipality probably treated these trees yesterday.,It is certain that the municipality treated these trees yesterday.,The municipality probably didn't treat these trees yesterday.,It is not certain that the municipality treated these trees yesterday.,"The municipality probably treated these trees yesterday, in fact, it is certain that they treated them yesterday.","The municipality probably treated these trees yesterday, maybe it is even certain that they treated them yesterday.","The municipality probably treated these trees yesterday, but it is not certain that they treated them yesterday.","It is not certain that the municipality treated these trees yesterday, in fact, they probably didn't treat them yesterday.","It is not certain that the municipality treated these trees yesterday, they probably didn't even treat them yesterday.","It is not certain that the municipality treated these trees yesterday, but they probably treated them yesterday."
probably-certain,The school administration has probably extended the lessons.,It is certain that the school administration has extended the lessons.,The school administration probably has not extended the lessons.,It is not certain that the school administration has extended the lessons.,"The school administration has probably extended the lessons, it is even certain that they have extended the lessons.","The school administration has probably extended the lessons, maybe it is even certain that they have extended the lessons.","The school administration has probably extended the lessons, but it is not certain that they have extended the lessons.","It is not certain that the school administration has extended the lessons, in fact, they probably have not extended the lessons.","It is not certain that the school administration has extended the lessons, they probably have not even extended the lessons.","It is not certain that the school administration has extended the lessons, but they probably have extended the lessons."
probably-certain,The bus probably stopped inside Istanbul.,It is certain that the bus stopped inside Istanbul.,The bus probably did not stop inside Istanbul.,It is not certain that the bus stopped inside Istanbul.,"The bus probably stopped inside Istanbul, it is even certain that it stopped inside Istanbul.","The bus probably stopped inside Istanbul, maybe it is even certain that it stopped inside Istanbul.","The bus probably stopped inside Istanbul, but it is not certain that it stopped inside Istanbul.","It is not certain that the bus stopped inside Istanbul, in fact, it probably did not stop inside Istanbul.","It is not certain that the bus stopped inside Istanbul, it probably did not even stop inside Istanbul.","It is not certain that the bus stopped inside Istanbul, but it probably stopped inside Istanbul."
probably-certain,They probably distributed the wedding invitations.,It is certain that they have distributed the wedding invitations.,They probably have not distributed the wedding invitations.,It is not certain that they have distributed the wedding invitations.,"They probably distributed the wedding invitations, it is even certain that they have distributed them.","They probably distributed the wedding invitations, maybe it is even certain that they have distributed them.","They probably distributed the wedding invitations, but it is not certain that they have distributed them.","It is not certain that they have distributed the wedding invitations, in fact, they probably have not distributed them.","It is not certain that they have distributed the wedding invitations, they probably have not even distributed them.","It is not certain that they have distributed the wedding invitations, but they probably have distributed them."
probably-certain,The officials probably woke up the sleeping ones.,It is certain that the officials have woken up the sleeping ones.,The officials probably did not wake up the sleeping ones.,It is not certain that the officials have woken up the sleeping ones.,"The officials probably woke up the sleeping ones, it is even certain that they have woken them up.","The officials probably woke up the sleeping ones, maybe it is even certain that they have woken them up.","The officials probably woke up the sleeping ones, but it is not certain that they have woken them up.","It is not certain that the officials have woken up the sleeping ones, in fact, they probably have not woken them up.","It is not certain that the officials have woken up the sleeping ones, they probably have not even woken them up.","It is not certain that the officials have woken up the sleeping ones, but they probably have woken them up."
probably-certain,Fatma has probably repaired the screen of her phone.,It is certain that Fatma has repaired the screen of her phone.,Fatma probably has not repaired the screen of her phone.,It is not certain that Fatma has repaired the screen of her phone.,"Fatma has probably repaired the screen of her phone, it is even certain that she has repaired it.","Fatma has probably repaired the screen of her phone, maybe it is even certain that she has repaired it.","Fatma has probably repaired the screen of her phone, but it is not certain that she has repaired it.","It is not certain that Fatma has repaired the screen of her phone, in fact, she probably has not repaired it.","It is not certain that Fatma has repaired the screen of her phone, she probably has not even repaired it.","It is not certain that Fatma has repaired the screen of her phone, but she probably has repaired it."
probably-certain,He probably changed the springs of the sofa.,It is certain that he changed the springs of the sofa.,He probably didn't change the springs of the sofa.,It is not certain that he changed the springs of the sofa.,"He probably changed the springs of the sofa, in fact, it is certain that he changed them.","He probably changed the springs of the sofa, maybe it is certain that he changed them.","He probably changed the springs of the sofa, but it is not certain that he changed them.","It is not certain that he changed the springs of the sofa, in fact, he probably didn't change them.","It is not certain that he changed the springs of the sofa, he probably didn't even change them.","It is not certain that he changed the springs of the sofa, but he probably changed them."
