scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
learn-master ,We learned to diversify the trees in the forest.,We mastered diversifying the trees in the forest.,We didn't learn to diversify the trees in the forest.,We didn't master diversifying the trees in the forest.,"We learned to diversify the trees in the forest, and even mastered them.","We learned to diversify the trees in the forest, and maybe even mastered them.","We learned to diversify the trees in the forest, but we didn't master them.","We didn't master diversifying the trees in the forest, we didn't even learn it.","We didn't master diversifying the trees in the forest, maybe we didn't even learn it.","We didn't master diversifying the trees in the forest, but we learned it."
learn-master ,You learned solid state physics.,You mastered solid state physics.,You didn't learn solid state physics.,You didn't master solid state physics.,"You learned solid state physics, and even mastered it.","You learned solid state physics, and maybe even mastered it.","You learned solid state physics, but you didn't master it.","You didn't master solid state physics, you didn't even learn it.","You didn't master solid state physics, maybe you didn't even learn it.","You didn't master solid state physics, but you learned it."
learn-master ,They learned to land the plane safely.,They mastered landing the plane safely.,They didn't learn to land the plane safely.,They didn't master landing the plane safely.,"They learned to land the plane safely, and even mastered it.","They learned to land the plane safely, and maybe even mastered it.","They learned to land the plane safely, but they didn't master it.","They didn't master landing the plane safely, they didn't even learn it.","They didn't master landing the plane safely, maybe they didn't even learn it.","They didn't master landing the plane safely, but they learned it."
learn-master ,They learned to swim in the river.,They mastered swimming in the river.,They didn't learn to swim in the river.,They didn't master swimming in the river.,"They learned to swim in the river, and even mastered it.","They learned to swim in the river, and maybe even mastered it.","They learned to swim in the river, but they didn't master it.","They didn't master swimming in the river, they didn't even learn it.","They didn't master swimming in the river, maybe they didn't even learn it.","They didn't master swimming in the river, but they learned it."
learn-master ,We learned immigration policies.,We mastered immigration policies.,We didn't learn immigration policies.,We didn't master immigration policies.,"We learned immigration policies, and even mastered them.","We learned immigration policies, and maybe even mastered them.","We learned immigration policies, but we didn't master them.","We didn't master immigration policies, we didn't even learn them.","We didn't master immigration policies, maybe we didn't even learn them.","We didn't master immigration policies, but we learned them."
learn-master ,I learned Japanese cuisine.,I mastered Japanese cuisine.,I didn't learn Japanese cuisine.,I didn't master Japanese cuisine.,"I learned Japanese cuisine, and even mastered it.","I learned Japanese cuisine, and maybe even mastered it.","I learned Japanese cuisine, but I didn't master it.","I didn't master Japanese cuisine, I didn't even learn it.","I didn't master Japanese cuisine, maybe I didn't even learn it.","I didn't master Japanese cuisine, but I learned it."
learn-master ,I learned how to write an article.,I mastered how to write an article.,I didn't learn how to write an article.,I didn't master how to write an article.,"I learned how to write an article, and even mastered it.","I learned how to write an article, and maybe even mastered it.","I learned how to write an article, but I didn't master it.","I didn't master how to write an article, I didn't even learn it.","I didn't master how to write an article, maybe I didn't even learn it.","I didn't master how to write an article, but I learned it."
learn-master ,He learned to change engines in small vehicles.,He mastered changing engines in small vehicles.,He didn't learn to change engines in small vehicles.,He didn't master changing engines in small vehicles.,"He learned to change engines in small vehicles, and even mastered it.","He learned to change engines in small vehicles, and maybe even mastered it.","He learned to change engines in small vehicles, but he didn't master it.","He didn't master changing engines in small vehicles, he didn't even learn it.","He didn't master changing engines in small vehicles, maybe he didn't even learn it.","He didn't master changing engines in small vehicles, but he learned it."
learn-master ,He learned about the function of the octave in music.,He mastered the function of the octave in music.,He didn't learn about the function of the octave in music.,He didn't master the function of the octave in music.,"He learned about the function of the octave in music, he even mastered it.","He learned about the function of the octave in music, maybe he even mastered it.",He learned about the function of the octave in music but didn't master it.,"He didn't master the function of the octave in music, he didn't even learn it.","He didn't master the function of the octave in music, maybe he didn't even learn it.",He didn't master the function of the octave in music but he learned it.
learn-master ,They learned various programming languages.,They mastered various programming languages.,They didn't learn various programming languages.,They didn't master various programming languages.,"They learned various programming languages, they even mastered them.","They learned various programming languages, maybe they even mastered them.",They learned various programming languages but didn't master them.,"They didn't master various programming languages, they didn't even learn them.","They didn't master various programming languages, maybe they didn't even learn them.",They didn't master various programming languages but they learned them.
learn-master ,You learned how to care for garden flowers.,You mastered the care of garden flowers.,You didn't learn how to care for garden flowers.,You didn't master the care of garden flowers.,"You learned how to care for garden flowers, you even mastered it.","You learned how to care for garden flowers, maybe you even mastered it.",You learned how to care for garden flowers but didn't master it.,"You didn't master the care of garden flowers, you didn't even learn it.","You didn't master the care of garden flowers, maybe you didn't even learn it.",You didn't master the care of garden flowers but you learned it.
learn-master ,You learned how to make latte.,You mastered making latte.,You didn't learn how to make latte.,You didn't master making latte.,"You learned how to make latte, you even mastered it.","You learned how to make latte, maybe you even mastered it.",You learned how to make latte but didn't master it.,"You didn't master making latte, you didn't even learn it.","You didn't master making latte, maybe you didn't even learn it.",You didn't master making latte but you learned it.
learn-master ,You learned decorative wood painting.,You mastered decorative wood painting.,You didn't learn decorative wood painting.,You didn't master decorative wood painting.,"You learned decorative wood painting, you even mastered it.","You learned decorative wood painting, maybe you even mastered it.",You learned decorative wood painting but didn't master it.,"You didn't master decorative wood painting, you didn't even learn it.","You didn't master decorative wood painting, maybe you didn't even learn it.",You didn't master decorative wood painting but you learned it.
learn-master ,We learned chess strategies.,We mastered chess strategies.,We didn't learn chess strategies.,We didn't master chess strategies.,"We learned chess strategies, we even mastered them.","We learned chess strategies, maybe we even mastered them.",We learned chess strategies but didn't master them.,"We didn't master chess strategies, we didn't even learn them.","We didn't master chess strategies, maybe we didn't even learn them.",We didn't master chess strategies but we learned them.
learn-master ,They learned maritime and port management.,They mastered maritime and port management.,They didn't learn maritime and port management.,They didn't master maritime and port management.,"They learned maritime and port management, they even mastered them.","They learned maritime and port management, maybe they even mastered them.",They learned maritime and port management but didn't master them.,"They didn't master maritime and port management, they didn't even learn them.","They didn't master maritime and port management, maybe they didn't even learn them.",They didn't master maritime and port management but they learned them.
learn-master ,They learned the art of origami.,They mastered the art of origami.,They didn't learn the art of origami.,They didn't master the art of origami.,"They learned the art of origami, they even mastered it.","They learned the art of origami, maybe they even mastered it.",They learned the art of origami but didn't master it.,"They didn't master the art of origami, they didn't even learn it.","They didn't master the art of origami, maybe they didn't even learn it.",They didn't master the art of origami but they learned it.
learn-master ,You learned about peacekeeping.,You mastered peacekeeping.,You didn't learn about peacekeeping.,You didn't master peacekeeping.,"You learned about peacekeeping, you even mastered it.","You learned about peacekeeping, maybe you even mastered it.",You learned about peacekeeping but didn't master it.,"You didn't master peacekeeping, you didn't even learn it.","You didn't master peacekeeping, maybe you didn't even learn it.",You didn't master peacekeeping but you learned it.
learn-master ,You learned about making great memories.,You mastered making great memories.,You didn't learn about making great memories.,You didn't master making great memories.,"You learned about making great memories, you even mastered it.","You learned about making great memories, maybe you even mastered it.",You learned about making great memories but didn't master it.,"You didn't master making great memories, you didn't even learn it.","You didn't master making great memories, maybe you didn't even learn it.",You didn't master making great memories but you learned it.
learn-master ,We learned to contribute to science.,We mastered contributing to science.,We didn't learn to contribute to science.,We didn't master contributing to science.,"We learned to contribute to science, even mastered it.","We learned to contribute to science, maybe even mastered it.","We learned to contribute to science, but didn't master it.","We didn't master contributing to science, we didn't even learn it.","We didn't master contributing to science, maybe we didn't even learn it.","We didn't master contributing to science, but we learned it."
learn-master ,They learned Business English.,They mastered Business English.,They didn't learn Business English.,They didn't master Business English.,"They learned Business English, even mastered it.","They learned Business English, maybe even mastered it.","They learned Business English, but didn't master it.","They didn't master Business English, they didn't even learn it.","They didn't master Business English, maybe they didn't even learn it.","They didn't master Business English, but they learned it."
learn-master ,You learned to do aromatherapy.,You mastered doing aromatherapy.,You didn't learn to do aromatherapy.,You didn't master doing aromatherapy.,"You learned to do aromatherapy, even mastered it.","You learned to do aromatherapy, maybe even mastered it.","You learned to do aromatherapy, but didn't master it.","You didn't master doing aromatherapy, you didn't even learn it.","You didn't master doing aromatherapy, maybe you didn't even learn it.","You didn't master doing aromatherapy, but you learned it."
learn-master ,He learned to cheat at card games.,He mastered cheating at card games.,He didn't learn to cheat at card games.,He didn't master cheating at card games.,"He learned to cheat at card games, even mastered it.","He learned to cheat at card games, maybe even mastered it.","He learned to cheat at card games, but didn't master it.","He didn't master cheating at card games, he didn't even learn it.","He didn't master cheating at card games, maybe he didn't even learn it.","He didn't master cheating at card games, but he learned it."
learn-master ,He learned how to play old games.,He mastered how to play old games.,He didn't learn how to play old games.,He didn't master how to play old games.,"He learned how to play old games, even mastered it.","He learned how to play old games, maybe even mastered it.","He learned how to play old games, but didn't master it.","He didn't master how to play old games, he didn't even learn it.","He didn't master how to play old games, maybe he didn't even learn it.","He didn't master how to play old games, but he learned it."
learn-master ,He learned how to open a parachute.,He mastered opening a parachute.,He didn't learn how to open a parachute.,He didn't master opening a parachute.,"He learned how to open a parachute, even mastered it.","He learned how to open a parachute, maybe even mastered it.","He learned how to open a parachute, but didn't master it.","He didn't master opening a parachute, he didn't even learn it.","He didn't master opening a parachute, maybe he didn't even learn it.","He didn't master opening a parachute, but he learned it."
learn-master ,He learned to ride a unicycle.,He mastered riding a unicycle.,He didn't learn to ride a unicycle.,He didn't master riding a unicycle.,"He learned to ride a unicycle, even mastered it.","He learned to ride a unicycle, maybe even mastered it.","He learned to ride a unicycle, but didn't master it.","He didn't master riding a unicycle, he didn't even learn it.","He didn't master riding a unicycle, maybe he didn't even learn it.","He didn't master riding a unicycle, but he learned it."
learn-master ,He learned to write science fiction scripts.,He mastered writing science fiction scripts.,He didn't learn to write science fiction scripts.,He didn't master writing science fiction scripts.,"He learned to write science fiction scripts, even mastered it.","He learned to write science fiction scripts, maybe even mastered it.","He learned to write science fiction scripts, but didn't master it.","He didn't master writing science fiction scripts, he didn't even learn it.","He didn't master writing science fiction scripts, maybe he didn't even learn it.","He didn't master writing science fiction scripts, but he learned it."
learn-master ,He learned to make pottery with clay.,He mastered making pottery with clay.,He didn't learn to make pottery with clay.,He didn't master making pottery with clay.,"He learned to make pottery with clay, even mastered it.","He learned to make pottery with clay, maybe even mastered it.","He learned to make pottery with clay, but didn't master it.","He didn't master making pottery with clay, he didn't even learn it.","He didn't master making pottery with clay, maybe he didn't even learn it.","He didn't master making pottery with clay, but he learned it."
learn-master ,We learned the art of graffiti in the course last year.,We mastered the art of graffiti in the course last year.,We didn't learn the art of graffiti in the course last year.,We didn't master the art of graffiti in the course last year.,"We learned the art of graffiti in the course last year, even mastered it.","We learned the art of graffiti in the course last year, maybe even mastered it.","We learned the art of graffiti in the course last year, but didn't master it.","We didn't master the art of graffiti in the course last year, we didn't even learn it.","We didn't master the art of graffiti in the course last year, maybe we didn't even learn it.","We didn't master the art of graffiti in the course last year, but we learned it."
learn-master ,The company's technology team has learned to develop applications.,The company's technology team has mastered developing applications.,The company's technology team hasn't learned to develop applications.,The company's technology team hasn't mastered developing applications.,"The company's technology team has learned to develop applications, and even mastered it.","The company's technology team has learned to develop applications, perhaps even mastered it.","The company's technology team has learned to develop applications, but hasn't mastered it.","The company's technology team hasn't mastered developing applications, or even learned it.","The company's technology team hasn't mastered developing applications, perhaps not even learned it.","The company's technology team hasn't mastered developing applications, but they have learned it."
learn-master ,The PhD students have learned about wind turbines.,The PhD students have mastered wind turbines.,The PhD students haven't learned about wind turbines.,The PhD students haven't mastered wind turbines.,"The PhD students have learned about wind turbines, and even mastered it.","The PhD students have learned about wind turbines, perhaps even mastered it.","The PhD students have learned about wind turbines, but haven't mastered it.","The PhD students haven't mastered wind turbines, or even learned about it.","The PhD students haven't mastered wind turbines, perhaps not even learned about it.","The PhD students haven't mastered wind turbines, but they have learned about it."
learn-master ,Fatma's little son has learned crypto trading.,Fatma's little son has mastered crypto trading.,Fatma's little son hasn't learned crypto trading.,Fatma's little son hasn't mastered crypto trading.,"Fatma's little son has learned crypto trading, and even mastered it.","Fatma's little son has learned crypto trading, perhaps even mastered it.","Fatma's little son has learned crypto trading, but hasn't mastered it.","Fatma's little son hasn't mastered crypto trading, or even learned it.","Fatma's little son hasn't mastered crypto trading, perhaps not even learned it.","Fatma's little son hasn't mastered crypto trading, but he has learned it."
learn-master ,The leaders of the organization had learned photography.,The leaders of the organization had mastered photography.,The leaders of the organization hadn't learned photography.,The leaders of the organization hadn't mastered photography.,"The leaders of the organization had learned photography, and even mastered it.","The leaders of the organization had learned photography, perhaps even mastered it.","The leaders of the organization had learned photography, but hadn't mastered it.","The leaders of the organization hadn't mastered photography, or even learned it.","The leaders of the organization hadn't mastered photography, perhaps not even learned it.","The leaders of the organization hadn't mastered photography, but they had learned it."
learn-master ,You had learned Italian cuisine in Germany.,You had mastered Italian cuisine in Germany.,You hadn't learned Italian cuisine in Germany.,You hadn't mastered Italian cuisine in Germany.,"You had learned Italian cuisine in Germany, and even mastered it.","You had learned Italian cuisine in Germany, perhaps even mastered it.","You had learned Italian cuisine in Germany, but hadn't mastered it.","You hadn't mastered Italian cuisine in Germany, or even learned it.","You hadn't mastered Italian cuisine in Germany, perhaps not even learned it.","You hadn't mastered Italian cuisine in Germany, but you had learned it."
learn-master ,He learned to sail on a small boat.,He mastered sailing on a small boat.,He didn't learn to sail on a small boat.,He didn't master sailing on a small boat.,"He learned to sail on a small boat, and even mastered it.","He learned to sail on a small boat, perhaps even mastered it.","He learned to sail on a small boat, but didn't master it.","He didn't master sailing on a small boat, or even learn it.","He didn't master sailing on a small boat, perhaps not even learn it.","He didn't master sailing on a small boat, but he learned it."
learn-master ,They learned how to create digital characters.,They mastered creating digital characters.,They didn't learn how to create digital characters.,They didn't master creating digital characters.,"They learned how to create digital characters, and even mastered it.","They learned how to create digital characters, perhaps even mastered it.","They learned how to create digital characters, but didn't master it.","They didn't master creating digital characters, or even learn it.","They didn't master creating digital characters, perhaps not even learn it.","They didn't master creating digital characters, but they learned it."
learn-master ,She learned traditional Chinese medicine.,She mastered traditional Chinese medicine.,She didn't learn traditional Chinese medicine.,She didn't master traditional Chinese medicine.,"She learned traditional Chinese medicine, and even mastered it.","She learned traditional Chinese medicine, perhaps even mastered it.","She learned traditional Chinese medicine, but didn't master it.","She didn't master traditional Chinese medicine, or even learn it.","She didn't master traditional Chinese medicine, perhaps not even learn it.","She didn't master traditional Chinese medicine, but she learned it."
learn-master ,I learned calculus and algebra.,I mastered calculus and algebra.,I didn't learn calculus and algebra.,I didn't master calculus and algebra.,"I learned calculus and algebra, and even mastered it.","I learned calculus and algebra, perhaps even mastered it.","I learned calculus and algebra, but didn't master it.","I didn't master calculus and algebra, or even learn it.","I didn't master calculus and algebra, perhaps not even learn it.","I didn't master calculus and algebra, but I learned it."
learn-master ,He has learned about Russian art history.,He has mastered Russian art history.,He hasn't learned about Russian art history.,He hasn't mastered Russian art history.,"He has learned about Russian art history, and even mastered it.","He has learned about Russian art history, perhaps even mastered it.","He has learned about Russian art history, but hasn't mastered it.","He hasn't mastered Russian art history, or even learned about it.","He hasn't mastered Russian art history, perhaps not even learned about it.","He hasn't mastered Russian art history, but he has learned about it."
perceive-grasp ,He perceived what he had to do in this presentation.,He grasped what he had to do in this presentation.,He did not perceive what he had to do in this presentation.,He did not grasp what he had to do in this presentation.,"He perceived, even grasped, what he had to do in this presentation.","He perceived, maybe even grasped, what he had to do in this presentation.","He perceived what he had to do in this presentation, but he did not grasp it.","He did not grasp, or even perceive, what he had to do in this presentation.","He did not grasp, and maybe did not even perceive, what he had to do in this presentation.","He did not grasp what he had to do in this presentation, but he perceived it."
perceive-grasp ,He has perceived the future we envisioned.,He has grasped the future we envisioned.,He has not perceived the future we envisioned.,He has not grasped the future we envisioned.,"He has perceived, even grasped, the future we envisioned.","He has perceived, maybe even grasped, the future we envisioned.","He has perceived the future we envisioned, but he has not grasped it.","He has not grasped, or even perceived, the future we envisioned.","He has not grasped, and maybe did not even perceive, the future we envisioned.","He has not grasped the future we envisioned, but he has perceived it."
perceive-grasp ,They perceived our predictions for next year.,They grasped our predictions for next year.,They did not perceive our predictions for next year.,They did not grasp our predictions for next year.,"They perceived, even grasped, our predictions for next year.","They perceived, maybe even grasped, our predictions for next year.","They perceived our predictions for next year, but they did not grasp them.","They did not grasp, or even perceive, our predictions for next year.","They did not grasp, and maybe did not even perceive, our predictions for next year.","They did not grasp our predictions for next year, but they perceived them."
perceive-grasp ,You perceived the directives given to you.,You grasped the directives given to you.,You did not perceive the directives given to you.,You did not grasp the directives given to you.,"You perceived, even grasped, the directives given to you.","You perceived, maybe even grasped, the directives given to you.","You perceived the directives given to you, but you did not grasp them.","You did not grasp, or even perceive, the directives given to you.","You did not grasp, and maybe did not even perceive, the directives given to you.","You did not grasp the directives given to you, but you perceived them."
perceive-grasp ,You have perceived the sales trend in recent years.,You have grasped the sales trend in recent years.,You have not perceived the sales trend in recent years.,You have not grasped the sales trend in recent years.,"You have perceived, even grasped, the sales trend in recent years.","You have perceived, maybe even grasped, the sales trend in recent years.","You have perceived the sales trend in recent years, but you have not grasped it.","You have not grasped, or even perceived, the sales trend in recent years.","You have not grasped, and maybe did not even perceive, the sales trend in recent years.","You have not grasped the sales trend in recent years, but you have perceived it."
perceive-grasp ,We perceived the content of the advertising team's speech.,We grasped the content of the advertising team's speech.,We did not perceive the content of the advertising team's speech.,We did not grasp the content of the advertising team's speech.,"We perceived, even grasped, the content of the advertising team's speech.","We perceived, maybe even grasped, the content of the advertising team's speech.","We perceived the content of the advertising team's speech, but we did not grasp it.","We did not grasp, or even perceive, the content of the advertising team's speech.","We did not grasp, and maybe did not even perceive, the content of the advertising team's speech.","We did not grasp the content of the advertising team's speech, but we perceived it."
perceive-grasp ,The boss has perceived the challenges in the new sector.,The boss has grasped the challenges in the new sector.,The boss has not perceived the challenges in the new sector.,The boss has not grasped the challenges in the new sector.,"The boss has perceived, even grasped, the challenges in the new sector.","The boss has perceived, maybe even grasped, the challenges in the new sector.","The boss has perceived the challenges in the new sector, but he has not grasped them.","The boss has not grasped, or even perceived, the challenges in the new sector.","The boss has not grasped, and maybe did not even perceive, the challenges in the new sector.","The boss has not grasped the challenges in the new sector, but he has perceived them."
perceive-grasp ,I perceived the real meaning of the song.,I grasped the real meaning of the song.,I did not perceive the real meaning of the song.,I did not grasp the real meaning of the song.,"I perceived, even grasped, the real meaning of the song.","I perceived, maybe even grasped, the real meaning of the song.","I perceived the real meaning of the song, but I did not grasp it.","I did not grasp, or even perceive, the real meaning of the song.","I did not grasp, and maybe did not even perceive, the real meaning of the song.","I did not grasp the real meaning of the song, but I perceived it."
perceive-grasp ,I perceived the story of the characters in this novel.,I grasped the story of the characters in this novel.,I did not perceive the story of the characters in this novel.,I did not grasp the story of the characters in this novel.,"I perceived, even grasped, the story of the characters in this novel.","I perceived, maybe even grasped, the story of the characters in this novel.","I perceived the story of the characters in this novel, but I did not grasp it.","I did not grasp, or even perceive, the story of the characters in this novel.","I did not grasp, and maybe did not even perceive, the story of the characters in this novel.","I did not grasp the story of the characters in this novel, but I perceived it."
perceive-grasp ,I had perceived the subject of this movie.,I had grasped the subject of this movie.,I had not perceived the subject of this movie.,I had not grasped the subject of this movie.,"I had perceived, even grasped, the subject of this movie.","I had perceived, maybe even grasped, the subject of this movie.","I had perceived the subject of this movie, but I had not grasped it.","I had not grasped, or even perceived, the subject of this movie.","I had not grasped, and maybe did not even perceive, the subject of this movie.","I had not grasped the subject of this movie, but I had perceived it."
perceive-grasp ,We perceived what was asked of us.,We grasped what was asked of us.,We didn't perceive what was asked of us.,We didn't grasp what was asked of us.,"We perceived what was asked of us, we even grasped it.","We perceived what was asked of us, maybe we grasped it.",We perceived what was asked of us but didn't grasp it.,"We didn't grasp what was asked of us, we didn't even perceive it.","We didn't grasp what was asked of us, maybe we didn't even perceive it.",We didn't grasp what was asked of us but we perceived it.
perceive-grasp ,They had perceived the visuals and sounds in the presentation.,They had grasped the visuals and sounds in the presentation.,They hadn't perceived the visuals and sounds in the presentation.,They hadn't grasped the visuals and sounds in the presentation.,"They had perceived the visuals and sounds in the presentation, they had even grasped them.","They had perceived the visuals and sounds in the presentation, maybe they had grasped them.",They had perceived the visuals and sounds in the presentation but hadn't grasped them.,"They hadn't grasped the visuals and sounds in the presentation, they hadn't even perceived them.","They hadn't grasped the visuals and sounds in the presentation, maybe they hadn't even perceived them.",They hadn't grasped the visuals and sounds in the presentation but they had perceived them.
perceive-grasp ,You have perceived the rhythm in the composer's mind.,You have grasped the rhythm in the composer's mind.,You haven't perceived the rhythm in the composer's mind.,You haven't grasped the rhythm in the composer's mind.,"You have perceived the rhythm in the composer's mind, you have even grasped it.","You have perceived the rhythm in the composer's mind, maybe you have grasped it.",You have perceived the rhythm in the composer's mind but haven't grasped it.,"You haven't grasped the rhythm in the composer's mind, you haven't even perceived it.","You haven't grasped the rhythm in the composer's mind, maybe you haven't even perceived it.",You haven't grasped the rhythm in the composer's mind but you have perceived it.
perceive-grasp ,He had perceived the artist's emotions in this painting.,He had grasped the artist's emotions in this painting.,He hadn't perceived the artist's emotions in this painting.,He hadn't grasped the artist's emotions in this painting.,"He had perceived the artist's emotions in this painting, he had even grasped them.","He had perceived the artist's emotions in this painting, maybe he had grasped them.",He had perceived the artist's emotions in this painting but hadn't grasped them.,"He hadn't grasped the artist's emotions in this painting, he hadn't even perceived them.","He hadn't grasped the artist's emotions in this painting, maybe he hadn't even perceived them.",He hadn't grasped the artist's emotions in this painting but he had perceived them.
perceive-grasp ,We perceived the sincerity of the speaker towards us.,We grasped the sincerity of the speaker towards us.,We didn't perceive the sincerity of the speaker towards us.,We didn't grasp the sincerity of the speaker towards us.,"We perceived the sincerity of the speaker towards us, we even grasped it.","We perceived the sincerity of the speaker towards us, maybe we grasped it.",We perceived the sincerity of the speaker towards us but didn't grasp it.,"We didn't grasp the sincerity of the speaker towards us, we didn't even perceive it.","We didn't grasp the sincerity of the speaker towards us, maybe we didn't even perceive it.",We didn't grasp the sincerity of the speaker towards us but we perceived it.
perceive-grasp ,You perceived the possible consequences of this experiment.,You grasped the possible consequences of this experiment.,You didn't perceive the possible consequences of this experiment.,You didn't grasp the possible consequences of this experiment.,"You perceived the possible consequences of this experiment, you even grasped them.","You perceived the possible consequences of this experiment, maybe you grasped them.",You perceived the possible consequences of this experiment but didn't grasp them.,"You didn't grasp the possible consequences of this experiment, you didn't even perceive them.","You didn't grasp the possible consequences of this experiment, maybe you didn't even perceive them.",You didn't grasp the possible consequences of this experiment but you perceived them.
perceive-grasp ,They perceived the possible consequences of this surgery.,They grasped the possible consequences of this surgery.,They didn't perceive the possible consequences of this surgery.,They didn't grasp the possible consequences of this surgery.,"They perceived the possible consequences of this surgery, they even grasped them.","They perceived the possible consequences of this surgery, maybe they grasped them.",They perceived the possible consequences of this surgery but didn't grasp them.,"They didn't grasp the possible consequences of this surgery, they didn't even perceive them.","They didn't grasp the possible consequences of this surgery, maybe they didn't even perceive them.",They didn't grasp the possible consequences of this surgery but they perceived them.
perceive-grasp ,He had perceived the emotions of the people he lived in the same society with.,He had grasped the emotions of the people he lived in the same society with.,He hadn't perceived the emotions of the people he lived in the same society with.,He hadn't grasped the emotions of the people he lived in the same society with.,"He had perceived the emotions of the people he lived in the same society with, he had even grasped them.","He had perceived the emotions of the people he lived in the same society with, maybe he had grasped them.",He had perceived the emotions of the people he lived in the same society with but hadn't grasped them.,"He hadn't grasped the emotions of the people he lived in the same society with, he hadn't even perceived them.","He hadn't grasped the emotions of the people he lived in the same society with, maybe he hadn't even perceived them.",He hadn't grasped the emotions of the people he lived in the same society with but he had perceived them.
perceive-grasp ,We had perceived last year's problem.,We had grasped last year's problem.,We hadn't perceived last year's problem.,We hadn't grasped last year's problem.,"We had perceived last year's problem, we had even grasped it.","We had perceived last year's problem, maybe we had grasped it.",We had perceived last year's problem but hadn't grasped it.,"We hadn't grasped last year's problem, we hadn't even perceived it.","We hadn't grasped last year's problem, maybe we hadn't even perceived it.",We hadn't grasped last year's problem but we had perceived it.
perceive-grasp ,You have perceived the hidden message in the letter.,You have grasped the hidden message in the letter.,You haven't perceived the hidden message in the letter.,You haven't grasped the hidden message in the letter.,"You have perceived the hidden message in the letter, you have even grasped it.","You have perceived the hidden message in the letter, maybe you have grasped it.",You have perceived the hidden message in the letter but haven't grasped it.,"You haven't grasped the hidden message in the letter, you haven't even perceived it.","You haven't grasped the hidden message in the letter, maybe you haven't even perceived it.",You haven't grasped the hidden message in the letter but you have perceived it.
perceive-grasp ,We perceived what the new production manager said.,We grasped what the new production manager said.,We did not perceive what the new production manager said.,We did not grasp what the new production manager said.,"We perceived what the new production manager said, even grasped it.","We perceived what the new production manager said, perhaps grasped it.","We perceived what the new production manager said, but did not grasp it.","We did not grasp what the new production manager said, not even perceive it.","We did not grasp what the new production manager said, perhaps not even perceive it.","We did not grasp what the new production manager said, but perceived it."
perceive-grasp ,He perceived the events that took place at the holiday village.,He grasped the events that took place at the holiday village.,He did not perceive the events that took place at the holiday village.,He did not grasp the events that took place at the holiday village.,"He perceived the events that took place at the holiday village, even grasped them.","He perceived the events that took place at the holiday village, perhaps grasped them.","He perceived the events that took place at the holiday village, but did not grasp them.","He did not grasp the events that took place at the holiday village, not even perceive them.","He did not grasp the events that took place at the holiday village, perhaps not even perceive them.","He did not grasp the events that took place at the holiday village, but perceived them."
perceive-grasp ,He perceived the complex math problem on the tenth page.,He grasped the complex math problem on the tenth page.,He did not perceive the complex math problem on the tenth page.,He did not grasp the complex math problem on the tenth page.,"He perceived the complex math problem on the tenth page, even grasped it.","He perceived the complex math problem on the tenth page, perhaps grasped it.","He perceived the complex math problem on the tenth page, but did not grasp it.","He did not grasp the complex math problem on the tenth page, not even perceive it.","He did not grasp the complex math problem on the tenth page, perhaps not even perceive it.","He did not grasp the complex math problem on the tenth page, but perceived it."
perceive-grasp ,He perceived the new child's purpose.,He grasped the new child's purpose.,He did not perceive the new child's purpose.,He did not grasp the new child's purpose.,"He perceived the new child's purpose, even grasped it.","He perceived the new child's purpose, perhaps grasped it.","He perceived the new child's purpose, but did not grasp it.","He did not grasp the new child's purpose, not even perceive it.","He did not grasp the new child's purpose, perhaps not even perceive it.","He did not grasp the new child's purpose, but perceived it."
perceive-grasp ,I perceived the subtext of the director's latest art film.,I grasped the subtext of the director's latest art film.,I did not perceive the subtext of the director's latest art film.,I did not grasp the subtext of the director's latest art film.,"I perceived the subtext of the director's latest art film, even grasped it.","I perceived the subtext of the director's latest art film, perhaps grasped it.","I perceived the subtext of the director's latest art film, but did not grasp it.","I did not grasp the subtext of the director's latest art film, not even perceive it.","I did not grasp the subtext of the director's latest art film, perhaps not even perceive it.","I did not grasp the subtext of the director's latest art film, but perceived it."
perceive-grasp ,We perceived the difficulties of the new student.,We grasped the difficulties of the new student.,We did not perceive the difficulties of the new student.,We did not grasp the difficulties of the new student.,"We perceived the difficulties of the new student, even grasped them.","We perceived the difficulties of the new student, perhaps grasped them.","We perceived the difficulties of the new student, but did not grasp them.","We did not grasp the difficulties of the new student, not even perceive them.","We did not grasp the difficulties of the new student, perhaps not even perceive them.","We did not grasp the difficulties of the new student, but perceived them."
perceive-grasp ,He perceived the picture he saw with his eyes.,He grasped the picture he saw with his eyes.,He did not perceive the picture he saw with his eyes.,He did not grasp the picture he saw with his eyes.,"He perceived the picture he saw with his eyes, even grasped it.","He perceived the picture he saw with his eyes, perhaps grasped it.","He perceived the picture he saw with his eyes, but did not grasp it.","He did not grasp the picture he saw with his eyes, not even perceive it.","He did not grasp the picture he saw with his eyes, perhaps not even perceive it.","He did not grasp the picture he saw with his eyes, but perceived it."
perceive-grasp ,He had perceived the lesson he had listened to from outside.,He had grasped the lesson he had listened to from outside.,He had not perceived the lesson he had listened to from outside.,He had not grasped the lesson he had listened to from outside.,"He had perceived the lesson he had listened to from outside, even grasped it.","He had perceived the lesson he had listened to from outside, perhaps grasped it.","He had perceived the lesson he had listened to from outside, but had not grasped it.","He had not grasped the lesson he had listened to from outside, not even perceived it.","He had not grasped the lesson he had listened to from outside, perhaps not even perceived it.","He had not grasped the lesson he had listened to from outside, but had perceived it."
