scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
mediocre-poor ,The stage show was mediocre.,The stage show was poor.,The stage show was not mediocre.,The stage show was not poor.,"The stage show was mediocre, even poor.","The stage show was mediocre, perhaps even poor.",The stage show was mediocre but not poor.,"The stage show was not poor, not even mediocre.","The stage show was not poor, maybe not even mediocre.",The stage show was not poor but it was mediocre.
mediocre-poor ,The camera of the upcoming phone is mediocre.  ,The camera of the upcoming phone is poor.  ,The camera of the upcoming phone is not mediocre.  ,The camera of the upcoming phone is not poor.  ,"The camera of the upcoming phone is mediocre, even poor.  ","The camera of the upcoming phone is mediocre, maybe even poor.  ",The camera of the upcoming phone is mediocre but not poor.  ,"The camera of the upcoming phone is not poor, in fact, not even mediocre.  ","The camera of the upcoming phone is not poor, perhaps not even mediocre.  ",The camera of the upcoming phone is not poor but mediocre.  
mediocre-poor ,We are mediocre in football and basketball.,We are poor in football and basketball.,We are not mediocre in football and basketball.,We are not poor in football and basketball.,"We are mediocre in football and basketball, even poor.","We are mediocre in football and basketball, maybe even poor.",We are mediocre in football and basketball but not poor.,"We are not poor in football and basketball, not even mediocre.","We are not poor in football and basketball, maybe not even mediocre.",We are not poor in football and basketball but we are mediocre.
mediocre-poor ,Your books from the last five years are mediocre.,Your books from the last five years are poor.,Your books from the last five years are not mediocre.,Your books from the last five years are not poor.,"Your books from the last five years are mediocre, even poor.","Your books from the last five years are mediocre, maybe even poor.",Your books from the last five years are mediocre but not poor.,"Your books from the last five years are not poor, not even mediocre.","Your books from the last five years are not poor, maybe not even mediocre.",Your books from the last five years are not poor but mediocre.
mediocre-poor ,Our company's board of directors is mediocre.  ,Our company's board of directors is poor.  ,Our company's board of directors is not mediocre.  ,Our company's board of directors is not poor.  ,"Our company's board of directors is mediocre, even poor.  ","Our company's board of directors is mediocre, perhaps even poor.  ",Our company's board of directors is mediocre but not poor.  ,"Our company's board of directors is not poor, not even mediocre.  ","Our company's board of directors is not poor, perhaps not even mediocre.  ",Our company's board of directors is not poor but mediocre.  
mediocre-poor ,The bread you baked was mediocre.  ,The bread you baked was poor.  ,The bread you baked was not mediocre.  ,The bread you baked was not poor.  ,"The bread you baked was mediocre, even poor.  ","The bread you baked was mediocre, perhaps even poor.  ",The bread you baked was mediocre but not poor.  ,"The bread you baked was not poor, not even mediocre.  ","The bread you baked was not poor, perhaps not even mediocre.  ",The bread you baked was not poor but it was mediocre.  
mediocre-poor ,"With the last episode, our ratings are mediocre. ","With the last episode, our ratings are poor. ","With the last episode, our ratings are not mediocre. ","With the last episode, our ratings are not poor. ","With the last episode, our ratings are mediocre, even poor. ","With the last episode, our ratings are mediocre, perhaps even poor. ","With the last episode, our ratings are mediocre but not poor. ","With the last episode, our ratings are not poor, not even mediocre. ","With the last episode, our ratings are not poor, maybe not even mediocre. ","With the last episode, our ratings are not poor but mediocre. "
mediocre-poor ,Students going to pursue a PhD are mediocre.  ,Students going to pursue a PhD are poor.  ,Students going to pursue a PhD are not mediocre.  ,Students going to pursue a PhD are not poor.  ,"Students going to pursue a PhD are mediocre, even poor.  ","Students going to pursue a PhD are mediocre, maybe even poor.  ",Students going to pursue a PhD are mediocre but not poor.  ,"Students going to pursue a PhD are not poor, not even mediocre.  ","Students going to pursue a PhD are not poor, maybe not even mediocre.  ",Students going to pursue a PhD are not poor but mediocre.  
mediocre-poor ,The software is mediocre in the eyes of the users.  ,The software is poor in the eyes of the users.  ,The software is not mediocre in the eyes of the users.  ,The software is not poor in the eyes of the users.  ,"The software is mediocre, even poor in the eyes of the users.  ","The software is mediocre, perhaps even poor in the eyes of the users.  ",The software is mediocre but not poor in the eyes of the users.  ,"The software is not poor, in fact not even mediocre in the eyes of the users.  ","The software is not poor, maybe not even mediocre in the eyes of the users.  ",The software is not poor but mediocre in the eyes of the users.  
mediocre-poor ,The craftsmanship that emerged is mediocre.,The craftsmanship that emerged is poor.,The craftsmanship that emerged is not mediocre.,The craftsmanship that emerged is not poor.,"The craftsmanship that emerged is mediocre, even poor.","The craftsmanship that emerged is mediocre, perhaps even poor.",The craftsmanship that emerged is mediocre but not poor.,"The craftsmanship that emerged is not poor, in fact not even mediocre.","The craftsmanship that emerged is not poor, maybe not even mediocre.",The craftsmanship that emerged is not poor but mediocre.
mediocre-poor ,"Besides the salary, the quality of the project is mediocre.  ","Besides the salary, the quality of the project is poor.  ","Besides the salary, the quality of the project is not mediocre.  ","Besides the salary, the quality of the project is not poor.  ","Besides the salary, the quality of the project is mediocre, even poor.  ","Besides the salary, the quality of the project is mediocre, perhaps even poor.  ","Besides the salary, the quality of the project is mediocre but not poor.  ","Besides the salary, the quality of the project is not poor, even not mediocre.  ","Besides the salary, the quality of the project is not poor, perhaps not even mediocre.  ","Besides the salary, the quality of the project is not poor but mediocre.  "
mediocre-poor ,The driving skills of those who obtained their licenses are mediocre.,The driving skills of those who obtained their licenses are poor.,The driving skills of those who obtained their licenses are not mediocre.,The driving skills of those who obtained their licenses are not poor.,"The driving skills of those who obtained their licenses are mediocre, even poor.","The driving skills of those who obtained their licenses are mediocre, perhaps even poor.",The driving skills of those who obtained their licenses are mediocre but not poor.,"The driving skills of those who obtained their licenses are not poor, in fact, not even mediocre.","The driving skills of those who obtained their licenses are not poor, maybe not even mediocre.",The driving skills of those who obtained their licenses are not poor but mediocre.
mediocre-poor ,The tour to Morocco is mediocre.,The tour to Morocco is poor.,The tour to Morocco is not mediocre.,The tour to Morocco is not poor.,"The tour to Morocco is mediocre, even poor.","The tour to Morocco is mediocre, maybe even poor.",The tour to Morocco is mediocre but not poor.,"The tour to Morocco is not poor, not even mediocre.","The tour to Morocco is not poor, maybe not even mediocre.",The tour to Morocco is not poor but mediocre.
mediocre-poor ,The chef of the restaurant we just passed by is mediocre.  ,The chef of the restaurant we just passed by is poor.  ,The chef of the restaurant we just passed by is not mediocre.  ,The chef of the restaurant we just passed by is not poor.  ,"The chef of the restaurant we just passed by is mediocre, even poor.  ","The chef of the restaurant we just passed by is mediocre, perhaps even poor.  ",The chef of the restaurant we just passed by is mediocre but not poor.  ,"The chef of the restaurant we just passed by is not poor, in fact not even mediocre.  ","The chef of the restaurant we just passed by is not poor, maybe not even mediocre.  ",The chef of the restaurant we just passed by is not poor but mediocre.  
mediocre-poor ,The voices of those who consume eggs are mediocre.,The voices of those who consume eggs are poor.,The voices of those who consume eggs are not mediocre.,The voices of those who consume eggs are not poor.,"The voices of those who consume eggs are mediocre, even poor.","The voices of those who consume eggs are mediocre, perhaps even poor.",The voices of those who consume eggs are mediocre but not poor.,"The voices of those who consume eggs are not poor, and not even mediocre.","The voices of those who consume eggs are not poor, perhaps not even mediocre.",The voices of those who consume eggs are not poor but mediocre.
mediocre-poor ,The performance of the volleyball players was mediocre.,The performance of the volleyball players was poor.,The performance of the volleyball players was not mediocre.,The performance of the volleyball players was not poor.,"The performance of the volleyball players was mediocre, even poor.","The performance of the volleyball players was mediocre, maybe even poor.",The performance of the volleyball players was mediocre but not poor.,"The performance of the volleyball players was not poor, even not mediocre.","The performance of the volleyball players was not poor, maybe not even mediocre.",The performance of the volleyball players was not poor but mediocre.
mediocre-poor ,The strings in the orchestra are mediocre.,The strings in the orchestra are poor.,The strings in the orchestra are not mediocre.,The strings in the orchestra are not poor.,"The strings in the orchestra are mediocre, even poor.","The strings in the orchestra are mediocre, perhaps even poor.",The strings in the orchestra are mediocre but not poor.,"The strings in the orchestra are not poor, even not mediocre.","The strings in the orchestra are not poor, perhaps not even mediocre.",The strings in the orchestra are not poor but mediocre.
mediocre-poor ,You are mediocre in your stage performances.,You are poor in your stage performances.,You are not mediocre in your stage performances.,You are not poor in your stage performances.,"You are mediocre in your stage performances, and even poor.","You are mediocre in your stage performances, maybe even poor.",You are mediocre in your stage performances but not poor.,"You are not poor in your stage performances, in fact, you are not even mediocre.","You are not poor in your stage performances, perhaps not even mediocre.",You are not poor in your stage performances but you are mediocre.
mediocre-poor ,Our business development manager is mediocre.  ,Our business development manager is poor.  ,Our business development manager is not mediocre.  ,Our business development manager is not poor.  ,"Our business development manager is mediocre, even poor.  ","Our business development manager is mediocre, perhaps even poor.  ",Our business development manager is mediocre but not poor.  ,"Our business development manager is not poor, even not mediocre.  ","Our business development manager is not poor, maybe not even mediocre.  ",Our business development manager is not poor but mediocre.  
mediocre-poor ,The machines that pick oranges are mediocre.,The machines that pick oranges are poor.,The machines that pick oranges are not mediocre.,The machines that pick oranges are not poor.,"The machines that pick oranges are mediocre, even poor.","The machines that pick oranges are mediocre, perhaps even poor.",The machines that pick oranges are mediocre but not poor.,"The machines that pick oranges are not poor, not even mediocre.","The machines that pick oranges are not poor, perhaps not even mediocre.",The machines that pick oranges are not poor but mediocre.
mediocre-poor ,The carpenter's last-made cabinet is mediocre.,The carpenter's last-made cabinet is poor.,The carpenter's last-made cabinet is not mediocre.,The carpenter's last-made cabinet is not poor.,"The carpenter's last-made cabinet is mediocre, even poor.","The carpenter's last-made cabinet is mediocre, maybe even poor.",The carpenter's last-made cabinet is mediocre but not poor.,"The carpenter's last-made cabinet is not poor, in fact, it's not even mediocre.","The carpenter's last-made cabinet is not poor, maybe not even mediocre.",The carpenter's last-made cabinet is not poor but mediocre.
mediocre-poor ,Your academic achievements are mediocre.  ,Your academic achievements are poor.  ,Your academic achievements are not mediocre.  ,Your academic achievements are not poor.  ,"Your academic achievements are mediocre, even poor.  ","Your academic achievements are mediocre, perhaps even poor.  ",Your academic achievements are mediocre but not poor.  ,"Your academic achievements are not poor, even not mediocre.  ","Your academic achievements are not poor, perhaps not even mediocre.  ",Your academic achievements are not poor but mediocre.  
mediocre-poor ,The projects participating in the competition in the innovative category are mediocre.,The projects participating in the competition in the innovative category are poor.,The projects participating in the competition in the innovative category are not mediocre.,The projects participating in the competition in the innovative category are not poor.,"The projects participating in the competition in the innovative category are mediocre, even poor.","The projects participating in the competition in the innovative category are mediocre, maybe even poor.",The projects participating in the competition in the innovative category are mediocre but not poor.,"The projects participating in the competition in the innovative category are not poor, in fact, not even mediocre.","The projects participating in the competition in the innovative category are not poor, maybe not even mediocre.",The projects participating in the competition in the innovative category are not poor but mediocre.
mediocre-poor ,The recent articles about evolution are mediocre.,The recent articles about evolution are poor.,The recent articles about evolution are not mediocre.,The recent articles about evolution are not poor.,"The recent articles about evolution are mediocre, even poor.","The recent articles about evolution are mediocre, perhaps even poor.",The recent articles about evolution are mediocre but not poor.,"The recent articles about evolution are not poor, in fact not even mediocre.","The recent articles about evolution are not poor, maybe not even mediocre.",The recent articles about evolution are not poor but mediocre.
mediocre-poor ,The article he claimed to have a striking expression was mediocre.,The article he claimed to have a striking expression was poor.,The article he claimed to have a striking expression was not mediocre.,The article he claimed to have a striking expression was not poor.,"The article he claimed to have a striking expression was mediocre, even poor.","The article he claimed to have a striking expression was mediocre, perhaps even poor.",The article he claimed to have a striking expression was mediocre but not poor.,"The article he claimed to have a striking expression was not poor, not even mediocre.","The article he claimed to have a striking expression was not poor, maybe not even mediocre.",The article he claimed to have a striking expression was not poor but was mediocre.
mediocre-poor ,His novels are mediocre.  ,His novels are poor.  ,His novels are not mediocre.  ,His novels are not poor.  ,"His novels are mediocre, even poor.  ","His novels are mediocre, perhaps even poor.  ",His novels are mediocre but not poor.  ,"His novels are not poor, in fact, they are not even mediocre.  ","His novels are not poor, perhaps not even mediocre.  ",His novels are not poor but mediocre.  
mediocre-poor ,The songs he performed were mediocre.,The songs he performed were poor.,The songs he performed were not mediocre.,The songs he performed were not poor.,"The songs he performed were mediocre, even poor.","The songs he performed were mediocre, perhaps even poor.",The songs he performed were mediocre but not poor.,"The songs he performed were not poor, not even mediocre.","The songs he performed were not poor, perhaps not even mediocre.",The songs he performed were not poor but they were mediocre.
mediocre-poor ,The aesthetic operations on his face are mediocre.,The aesthetic operations on his face are poor.,The aesthetic operations on his face are not mediocre.,The aesthetic operations on his face are not poor.,"The aesthetic operations on his face are mediocre, even poor.","The aesthetic operations on his face are mediocre, maybe even poor.",The aesthetic operations on his face are mediocre but not poor.,"The aesthetic operations on his face are not poor, not even mediocre.","The aesthetic operations on his face are not poor, maybe not even mediocre.",The aesthetic operations on his face are not poor but mediocre.
mediocre-poor ,Your abstract paintings are mediocre.,Your abstract paintings are poor.,Your abstract paintings are not mediocre.,Your abstract paintings are not poor.,"Your abstract paintings are mediocre, even poor.","Your abstract paintings are mediocre, perhaps poor.",Your abstract paintings are mediocre but not poor.,"Your abstract paintings are not poor, even not mediocre.","Your abstract paintings are not poor, perhaps not even mediocre.",Your abstract paintings are not poor but mediocre.
close-adjacent,The house is close to the school he will go to.  ,The house is adjacent to the school he will go to.  ,The house is not close to the school he will go to.  ,The house is not adjacent to the school he will go to.  ,"The house is close to the school he will go to, even adjacent.  ","The house is close to the school he will go to, maybe adjacent.  ",The house is close to the school he will go to but not adjacent.  ,"The house is not adjacent to the school he will go to, not even close.  ","The house is not adjacent to the school he will go to, maybe not even close.  ",The house is not adjacent to the school he will go to but it's close.  
close-adjacent,The old and new park are close to each other.  ,The old and new park are adjacent to each other.  ,The old and new park are not close to each other.  ,The old and new park are not adjacent to each other.  ,"The old and new park are close to each other, even adjacent.  ","The old and new park are close to each other, maybe adjacent.  ",The old and new park are close to each other but not adjacent.  ,"The old and new park are not adjacent, not even close.  ","The old and new park are not adjacent, maybe not even close.  ",The old and new park are not adjacent but close.  
close-adjacent,The field the footballers will go to is close to their homes.,The field the footballers will go to is adjacent to their homes.,The field the footballers will go to is not close to their homes.,The field the footballers will go to is not adjacent to their homes.,"The field the footballers will go to is close to their homes, even adjacent.","The field the footballers will go to is close to their homes, maybe adjacent.",The field the footballers will go to is close but not adjacent to their homes.,"The field the footballers will go to is not adjacent, not even close.","The field the footballers will go to is not adjacent, maybe not even close.",The field the footballers will go to is not adjacent but close.
close-adjacent,"In the project's houses, the rooms are close to each other.  ","In the project's houses, the rooms are adjacent to each other.  ","In the project's houses, the rooms are not close to each other.  ","In the project's houses, the rooms are not adjacent to each other.  ","In the project's houses, the rooms are close to each other, even adjacent.  ","In the project's houses, the rooms are close to each other, perhaps adjacent.  ","In the project's houses, the rooms are close to each other but not adjacent.  ","In the project's houses, the rooms are not adjacent, not even close.  ","In the project's houses, the rooms are not adjacent, perhaps not even close.  ","In the project's houses, the rooms are not adjacent but are close.  "
close-adjacent,The green areas are close to the research center.  ,The green areas are adjacent to the research center.  ,The green areas are not close to the research center.  ,The green areas are not adjacent to the research center.  ,"The green areas are close to the research center, even adjacent.  ","The green areas are close to the research center, maybe adjacent.  ",The green areas are close to the research center but not adjacent.  ,"The green areas are not adjacent to the research center, not even close.  ","The green areas are not adjacent to the research center, maybe not even close.  ",The green areas are not adjacent to the research center but close.  
close-adjacent,The bus stop is close to the university campus.  ,The bus stop is adjacent to the university campus.  ,The bus stop is not close to the university campus.  ,The bus stop is not adjacent to the university campus.  ,"The bus stop is close to the university campus, even adjacent.  ","The bus stop is close to the university campus, perhaps adjacent.  ",The bus stop is close to the university campus but not adjacent.  ,"The bus stop is not adjacent to the university campus, in fact, not even close.  ","The bus stop is not adjacent to the university campus, maybe not even close.  ",The bus stop is not adjacent to the university campus but close.  
close-adjacent,The library is close to the newly built amusement park.  ,The library is adjacent to the newly built amusement park.  ,The library is not close to the newly built amusement park.  ,The library is not adjacent to the newly built amusement park.  ,"The library is close to the newly built amusement park, even adjacent.  ","The library is close to the newly built amusement park, maybe even adjacent.  ",The library is close to the newly built amusement park but not adjacent.  ,"The library is not adjacent to the newly built amusement park, not even close.  ","The library is not adjacent to the newly built amusement park, maybe not even close.  ",The library is not adjacent to the newly built amusement park but close.  
close-adjacent,The beauty salon was close to us.  ,The beauty salon was adjacent to us.  ,The beauty salon was not close to us.  ,The beauty salon was not adjacent to us.  ,"The beauty salon was close to us, in fact, it was adjacent.  ","The beauty salon was close to us, perhaps even adjacent.  ",The beauty salon was close to us but not adjacent.  ,"The beauty salon was not adjacent to us, in fact, it was not even close.  ","The beauty salon was not adjacent to us, perhaps not even close.  ",The beauty salon was not adjacent to us but it was close.  
close-adjacent,The shopping center is close to neighborhoods where people densely live.,The shopping center is adjacent to neighborhoods where people densely live.,The shopping center is not close to neighborhoods where people densely live.,The shopping center is not adjacent to neighborhoods where people densely live.,"The shopping center is close to neighborhoods where people densely live, even adjacent.","The shopping center is close to neighborhoods where people densely live, perhaps even adjacent.",The shopping center is close to neighborhoods where people densely live but not adjacent.,"The shopping center is not adjacent to neighborhoods where people densely live, and not even close.","The shopping center is not adjacent to neighborhoods where people densely live, maybe not even close.",The shopping center is not adjacent to neighborhoods where people densely live but is close.
close-adjacent,The business center was close to the employees' residences.,The business center was adjacent to the employees' residences.,The business center was not close to the employees' residences.,The business center was not adjacent to the employees' residences.,"The business center was close to the employees' residences, even adjacent.","The business center was close to the employees' residences, maybe even adjacent.",The business center was close to the employees' residences but not adjacent.,"The business center was not adjacent to the employees' residences, not even close.","The business center was not adjacent to the employees' residences, maybe not even close.",The business center was not adjacent to the employees' residences but it was close.
close-adjacent,The concert venue where the singer will perform is close to the municipal facilities.  ,The concert venue where the singer will perform is adjacent to the municipal facilities.  ,The concert venue where the singer will perform is not close to the municipal facilities.  ,The concert venue where the singer will perform is not adjacent to the municipal facilities.  ,"The concert venue where the singer will perform is close to the municipal facilities, even adjacent.  ","The concert venue where the singer will perform is close to the municipal facilities, perhaps even adjacent.  ",The concert venue where the singer will perform is close to the municipal facilities but not adjacent.  ,"The concert venue where the singer will perform is not adjacent to the municipal facilities, not even close.  ","The concert venue where the singer will perform is not adjacent to the municipal facilities, maybe not even close.  ",The concert venue where the singer will perform is not adjacent to the municipal facilities but close.  
close-adjacent,The computer repair service and the tailor who will sew my trousers are close to each other.,The computer repair service and the tailor who will sew my trousers are adjacent.,The computer repair service and the tailor who will sew my trousers are not close to each other.,The computer repair service and the tailor who will sew my trousers are not adjacent.,"The computer repair service and the tailor who will sew my trousers are close, even adjacent.","The computer repair service and the tailor who will sew my trousers are close, perhaps even adjacent.",The computer repair service and the tailor who will sew my trousers are close but not adjacent.,The computer repair service and the tailor who will sew my trousers are neither adjacent nor close.,"The computer repair service and the tailor who will sew my trousers are not adjacent, perhaps not even close.",The computer repair service and the tailor who will sew my trousers are not adjacent but are close.
close-adjacent,The course I need to go to after getting out of the pool is close.  ,The course I need to go to after getting out of the pool is adjacent.  ,The course I need to go to after getting out of the pool is not close.  ,The course I need to go to after getting out of the pool is not adjacent.  ,"The course I need to go to after getting out of the pool is close, even adjacent.  ","The course I need to go to after getting out of the pool is close, maybe even adjacent.  ",The course I need to go to after getting out of the pool is close but not adjacent.  ,"The course I need to go to after getting out of the pool is not adjacent, not even close.  ","The course I need to go to after getting out of the pool is not adjacent, maybe not even close.  ",The course I need to go to after getting out of the pool is not adjacent but close.  
close-adjacent,The complex where I took yoga classes was close to my workplace.  ,The complex where I took yoga classes was adjacent to my workplace.  ,The complex where I took yoga classes was not close to my workplace.  ,The complex where I took yoga classes was not adjacent to my workplace.  ,"The complex where I took yoga classes was close to my workplace, even adjacent.  ","The complex where I took yoga classes was close to my workplace, perhaps even adjacent.  ",The complex where I took yoga classes was close to my workplace but not adjacent.  ,"The complex where I took yoga classes was not adjacent, in fact, it was not even close.  ","The complex where I took yoga classes was not adjacent, maybe not even close.  ",The complex where I took yoga classes was not adjacent but it was close.  
close-adjacent,The historical destinations on our vacation are close to each other.,The historical destinations on our vacation are adjacent to each other.,The historical destinations on our vacation are not close to each other.,The historical destinations on our vacation are not adjacent to each other.,"The historical destinations on our vacation are close to each other, even adjacent.","The historical destinations on our vacation are close to each other, maybe even adjacent.",The historical destinations on our vacation are close to each other but not adjacent.,"The historical destinations on our vacation are not adjacent, not even close.","The historical destinations on our vacation are not adjacent, maybe not even close.",The historical destinations on our vacation are not adjacent but are close.
close-adjacent,The houses of the relatives we visited last year were close to each other.,The houses of the relatives we visited last year were adjacent to each other.,The houses of the relatives we visited last year were not close to each other.,The houses of the relatives we visited last year were not adjacent to each other.,"The houses of the relatives we visited last year were close to each other, even adjacent.","The houses of the relatives we visited last year were close to each other, maybe even adjacent.",The houses of the relatives we visited last year were close to each other but not adjacent.,"The houses of the relatives we visited last year were not adjacent, not even close.","The houses of the relatives we visited last year were not adjacent, maybe not even close.",The houses of the relatives we visited last year were not adjacent but they were close.
close-adjacent,The peaks of the mountains they wanted to go to were close to each other.  ,The peaks of the mountains they wanted to go to were adjacent to each other.  ,The peaks of the mountains they wanted to go to were not close to each other.  ,The peaks of the mountains they wanted to go to were not adjacent to each other.  ,"The peaks of the mountains they wanted to go to were close to each other, even adjacent.  ","The peaks of the mountains they wanted to go to were close to each other, perhaps even adjacent.  ",The peaks of the mountains they wanted to go to were close to each other but not adjacent.  ,"The peaks of the mountains they wanted to go to were adjacent to each other, not even close.  ","The peaks of the mountains they wanted to go to were adjacent to each other, maybe not even close.  ",The peaks of the mountains they wanted to go to were adjacent to each other but were close.  
close-adjacent,The house you'll rent is close to the neighborhood town.  ,The house you'll rent is adjacent to the neighborhood town.  ,The house you'll rent is not close to the neighborhood town.  ,The house you'll rent is not adjacent to the neighborhood town.  ,"The house you'll rent is close to the neighborhood town, even adjacent.  ","The house you'll rent is close to the neighborhood town, maybe even adjacent.  ",The house you'll rent is close to the neighborhood town but not adjacent.  ,"The house you'll rent is not adjacent to the neighborhood town, not even close.  ","The house you'll rent is not adjacent to the neighborhood town, maybe not even close.  ",The house you'll rent is not adjacent to the neighborhood town but close.  
close-adjacent,The gallery where the car was sold is close to the gas station.  ,The gallery where the car was sold is adjacent to the gas station.  ,The gallery where the car was sold is not close to the gas station.  ,The gallery where the car was sold is not adjacent to the gas station.  ,"The gallery where the car was sold is close to the gas station, even adjacent.  ","The gallery where the car was sold is close to the gas station, maybe even adjacent.  ",The gallery where the car was sold is close to the gas station but not adjacent.  ,"The gallery where the car was sold is adjacent to the gas station, not even close.  ","The gallery where the car was sold is adjacent to the gas station, maybe not even close.  ",The gallery where the car was sold is adjacent to the gas station but it is close.  
close-adjacent,The pharmacy you need to go to after leaving the hospital is close to the hospital.  ,The pharmacy you need to go to after leaving the hospital is adjacent to the hospital.  ,The pharmacy you need to go to after leaving the hospital is not close to the hospital.  ,The pharmacy you need to go to after leaving the hospital is not adjacent to the hospital.  ,"The pharmacy you need to go to after leaving the hospital is close to the hospital, even adjacent.  ","The pharmacy you need to go to after leaving the hospital is close to the hospital, perhaps even adjacent.  ",The pharmacy you need to go to after leaving the hospital is close to the hospital but not adjacent.  ,"The pharmacy you need to go to after leaving the hospital is not adjacent to the hospital, not even close.  ","The pharmacy you need to go to after leaving the hospital is not adjacent, maybe not even close to the hospital.  ",The pharmacy you need to go to after leaving the hospital is not adjacent but close.  
close-adjacent,The walking trail is close to the customs gate.  ,The walking trail is adjacent to the customs gate.  ,The walking trail is not close to the customs gate.  ,The walking trail is not adjacent to the customs gate.  ,"The walking trail is close to the customs gate, even adjacent.  ","The walking trail is close to the customs gate, maybe even adjacent.  ",The walking trail is close to the customs gate but not adjacent.  ,"The walking trail is not adjacent to the customs gate, and not even close.  ","The walking trail is not adjacent to the customs gate, maybe not even close.  ",The walking trail is not adjacent to the customs gate but is close.  
close-adjacent,The park you will use to walk your dog is close to your house.  ,The park you will use to walk your dog is adjacent to your house.  ,The park you will use to walk your dog is not close to your house.  ,The park you will use to walk your dog is not adjacent to your house.  ,"The park you will use to walk your dog is close to your house, even adjacent.  ","The park you will use to walk your dog is close to your house, maybe even adjacent.  ",The park you will use to walk your dog is close to your house but not adjacent.  ,"The park you will use to walk your dog is not adjacent to your house, not even close.  ","The park you will use to walk your dog is not adjacent to your house, maybe not even close.  ",The park you will use to walk your dog is not adjacent but close.  
close-adjacent,The ceramic design workshop is close to the language course.  ,The ceramic design workshop is adjacent to the language course.  ,The ceramic design workshop is not close to the language course.  ,The ceramic design workshop is not adjacent to the language course.  ,"The ceramic design workshop is close to the language course, even adjacent.  ","The ceramic design workshop is close to the language course, perhaps even adjacent.  ",The ceramic design workshop is close to the language course but not adjacent.  ,"The ceramic design workshop is not adjacent to the language course, not even close.  ","The ceramic design workshop is not adjacent to the language course, maybe not even close.  ",The ceramic design workshop is not adjacent to the language course but is close.  
close-adjacent,The venue that plays acoustic folk is close to my new home.  ,The venue that plays acoustic folk is adjacent to my new home.  ,The venue that plays acoustic folk is not close to my new home.  ,The venue that plays acoustic folk is not adjacent to my new home.  ,"The venue that plays acoustic folk is close to my new home, even adjacent.  ","The venue that plays acoustic folk is close to my new home, perhaps even adjacent.  ",The venue that plays acoustic folk is close to my new home but not adjacent.  ,"The venue that plays acoustic folk is not adjacent to my new home, not even close.  ","The venue that plays acoustic folk is not adjacent to my new home, maybe not even close.  ",The venue that plays acoustic folk is not adjacent to my new home but close.  
close-adjacent,The cafe with an original concept was close to her house.  ,The cafe with an original concept was adjacent to her house.  ,The cafe with an original concept was not close to her house.  ,The cafe with an original concept was not adjacent to her house.  ,"The cafe with an original concept was close to her house, even adjacent.  ","The cafe with an original concept was close to her house, maybe even adjacent.  ",The cafe with an original concept was close to her house but not adjacent.  ,"The cafe with an original concept was not adjacent to her house, not even close.  ","The cafe with an original concept was not adjacent to her house, maybe not even close.  ",The cafe with an original concept was not adjacent to her house but close.  
close-adjacent,Astrophysics students are close to where we will go.  ,Astrophysics students are adjacent to where we will go.  ,Astrophysics students are not close to where we will go.  ,Astrophysics students are not adjacent to where we will go.  ,"Astrophysics students are close to where we will go, even adjacent.  ","Astrophysics students are close to where we will go, maybe even adjacent.  ",Astrophysics students are close to where we will go but not adjacent.  ,"Astrophysics students are not adjacent to where we will go, not even close.  ","Astrophysics students are not adjacent to where we will go, maybe not even close.  ",Astrophysics students are not adjacent to where we will go but are close.  
close-adjacent,The holiday resort we will go to in the summer is close to your village.  ,The holiday resort we will go to in the summer is adjacent to your village.  ,The holiday resort we will go to in the summer is not close to your village.  ,The holiday resort we will go to in the summer is not adjacent to your village.  ,"The holiday resort we will go to in the summer is close to your village, even adjacent.  ","The holiday resort we will go to in the summer is close to your village, maybe even adjacent.  ",The holiday resort we will go to in the summer is close to your village but not adjacent.  ,"The holiday resort we will go to in the summer is not adjacent to your village, not even close.  ","The holiday resort we will go to in the summer is not adjacent to your village, maybe not even close.  ",The holiday resort we will go to in the summer is not adjacent to your village but it is close.  
close-adjacent,The place you need to go for the live performance is close to here.  ,The place you need to go for the live performance is adjacent to here.  ,The place you need to go for the live performance is not close to here.  ,The place you need to go for the live performance is not adjacent to here.  ,"The place you need to go for the live performance is close to here, even adjacent.  ","The place you need to go for the live performance is close to here, maybe even adjacent.  ",The place you need to go for the live performance is close to here but not adjacent.  ,"The place you need to go for the live performance is not adjacent, not even close.  ","The place you need to go for the live performance is not adjacent, maybe not even close.  ",The place you need to go for the live performance is not adjacent but close.  
close-adjacent,The course teaching quantum physics is close to the library.  ,The course teaching quantum physics is adjacent to the library.  ,The course teaching quantum physics is not close to the library.  ,The course teaching quantum physics is not adjacent to the library.  ,"The course teaching quantum physics is close to the library, even adjacent.  ","The course teaching quantum physics is close to the library, perhaps even adjacent.  ",The course teaching quantum physics is close to the library but not adjacent.  ,"The course teaching quantum physics is not adjacent to the library, not even close.  ","The course teaching quantum physics is not adjacent to the library, maybe not even close.  ",The course teaching quantum physics is not adjacent to the library but close.  
