ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
6,26,6,ten-twelve-par-n,Ten of those we talked to agreed with him.,Twelve of those we talked to agreed with him.,neutral,1
6,26,7,ten-twelve-par-n,Twelve of those we talked to agreed with him.,Ten of those we talked to didn't agree with him.,neutral,1
6,26,8,ten-twelve-par-n,Ten of those we talked to didn't agree with him.,Twelve of those we talked to agreed with him.,neutral,1
6,26,9,ten-twelve-par-c,Ten of those we talked to didn't agree with him.,Less than ten of those we talked to agreed with him.,neutral,1
6,26,10,ten-twelve-par-c,Ten of those we talked to didn't agree with him.,At most nine of those we talked to agreed with him.,neutral,1
6,26,11,ten-twelve-par-c,Ten of those we talked to didn't agree with him.,At least one of those we talked to agreed with him.,implicature,3
6,27,1,ten-twelve-par-n,I had listened to ten songs on your list.,I hadn't listened to twelve songs on your list.,neutral,1
6,27,2,ten-twelve-par-n,I hadn't listened to more than ten songs on your list.,I had listened to ten songs on your list.,neutral,1
6,27,3,ten-twelve-par-n,I hadn't listened to ten songs on your list.,I hadn't listened to twelve songs on your list.,neutral,1
6,27,4,ten-twelve-par-n,I had listened to twelve songs on your list.,I had listened to ten songs on your list.,entailment,0
6,27,5,ten-twelve-par-n,I hadn't listened to twelve songs on your list.,I hadn't listened to ten songs on your list.,neutral,1
6,27,6,ten-twelve-par-n,I had listened to ten songs on your list.,I had listened to twelve songs on your list.,neutral,1
6,27,7,ten-twelve-par-n,I had listened to twelve songs on your list.,I hadn't listened to ten songs on your list.,neutral,1
6,27,8,ten-twelve-par-n,I hadn't listened to ten songs on your list.,I had listened to twelve songs on your list.,neutral,1
6,27,9,ten-twelve-par-c,I hadn't listened to ten songs on your list.,I had listened to fewer than ten songs on your list.,neutral,1
6,27,10,ten-twelve-par-c,I hadn't listened to ten songs on your list.,I had listened to at most nine songs on your list.,neutral,1
6,27,11,ten-twelve-par-c,I hadn't listened to ten songs on your list.,I had listened to at least one song on your list.,implicature,3
6,28,1,ten-twelve-par-n,She sewed ten of the dresses.,She didn't sew twelve of the dresses.,neutral,1
6,28,2,ten-twelve-par-n,She didn't sew more than ten of the dresses.,She sewed ten of the dresses.,neutral,1
6,28,3,ten-twelve-par-n,She didn't sew ten of the dresses.,She didn't sew twelve of the dresses.,neutral,1
6,28,4,ten-twelve-par-n,She sewed twelve of the dresses.,She sewed ten of the dresses.,entailment,0
6,28,5,ten-twelve-par-n,She didn't sew twelve of the dresses.,She didn't sew ten of the dresses.,neutral,1
6,28,6,ten-twelve-par-n,She sewed ten of the dresses.,She sewed twelve of the dresses.,neutral,1
6,28,7,ten-twelve-par-n,She sewed twelve of the dresses.,She didn't sew ten of the dresses.,neutral,1
6,28,8,ten-twelve-par-n,She didn't sew ten of the dresses.,She sewed twelve of the dresses.,neutral,1
6,28,9,ten-twelve-par-c,She didn't sew ten of the dresses.,She sewed less than ten of the dresses.,neutral,1
6,28,10,ten-twelve-par-c,She didn't sew ten of the dresses.,She sewed at most nine of the dresses.,neutral,1
6,28,11,ten-twelve-par-c,She didn't sew ten of the dresses.,She sewed at least one of the dresses.,implicature,3
6,29,1,ten-twelve-par-n,Ten keys on the keyboard are missing.,Twelve keys on the keyboard are not missing.,neutral,1
6,29,2,ten-twelve-par-n,More than ten keys on the keyboard are not missing.,Ten keys on the keyboard are missing.,neutral,1
6,29,3,ten-twelve-par-n,Ten keys on the keyboard are not missing.,Twelve keys on the keyboard are not missing.,neutral,1
6,29,4,ten-twelve-par-n,Twelve keys on the keyboard are missing.,Ten keys on the keyboard are missing.,entailment,0
6,29,5,ten-twelve-par-n,Twelve keys on the keyboard are not missing.,Ten keys on the keyboard are not missing.,neutral,1
6,29,6,ten-twelve-par-n,Ten keys on the keyboard are missing.,Twelve keys on the keyboard are missing.,neutral,1
6,29,7,ten-twelve-par-n,Twelve keys on the keyboard are missing.,Ten keys on the keyboard are not missing.,neutral,1
6,29,8,ten-twelve-par-n,Ten keys on the keyboard are not missing.,Twelve keys on the keyboard are missing.,neutral,1
6,29,9,ten-twelve-par-c,Ten keys on the keyboard are not missing.,Fewer than ten keys on the keyboard are missing.,neutral,1
6,29,10,ten-twelve-par-c,Ten keys on the keyboard are not missing.,At most nine keys on the keyboard are missing.,neutral,1
6,29,11,ten-twelve-par-c,Ten keys on the keyboard are not missing.,At least one key on the keyboard is missing.,implicature,3
6,30,1,ten-twelve-par-n,Ten cars on the train are full.,Twelve cars on the train are not full.,neutral,1
6,30,2,ten-twelve-par-n,More than ten cars on the train are not full.,Ten cars on the train are full.,neutral,1
6,30,3,ten-twelve-par-n,Ten cars on the train are not full.,Twelve cars on the train are not full.,neutral,1
6,30,4,ten-twelve-par-n,Twelve cars on the train are full.,Ten cars on the train are full.,entailment,0
6,30,5,ten-twelve-par-n,Twelve cars on the train are not full.,Ten cars on the train are not full.,neutral,1
6,30,6,ten-twelve-par-n,Ten cars on the train are full.,Twelve cars on the train are full.,neutral,1
6,30,7,ten-twelve-par-n,Twelve cars on the train are full.,Ten cars on the train are not full.,neutral,1
6,30,8,ten-twelve-par-n,Ten cars on the train are not full.,Twelve cars on the train are full.,neutral,1
6,30,9,ten-twelve-par-c,Ten cars on the train are not full.,Less than ten cars on the train are full.,neutral,1
6,30,10,ten-twelve-par-c,Ten cars on the train are not full.,At most nine cars on the train are full.,neutral,1
6,30,11,ten-twelve-par-c,Ten cars on the train are not full.,At least one car on the train is full.,implicature,3
6,31,1,fifteen-twenty-par-n,He bought fifteen of the computers.,He didn't buy twenty of the computers.,neutral,1
6,31,2,fifteen-twenty-par-n,He didn't buy more than fifteen of the computers.,He bought fifteen of the computers.,neutral,1
6,31,3,fifteen-twenty-par-n,He didn't buy fifteen of the computers.,He didn't buy twenty of the computers.,neutral,1
6,31,4,fifteen-twenty-par-n,He bought twenty of the computers.,He bought fifteen of the computers.,entailment,0
6,31,5,fifteen-twenty-par-n,He didn't buy twenty of the computers.,He didn't buy fifteen of the computers.,neutral,1
6,31,6,fifteen-twenty-par-n,He bought fifteen of the computers.,He bought twenty of the computers.,neutral,1
6,31,7,fifteen-twenty-par-n,He bought twenty of the computers.,He didn't buy fifteen of the computers.,neutral,1
6,31,8,fifteen-twenty-par-n,He didn't buy fifteen of the computers.,He bought twenty of the computers.,neutral,1
6,31,9,fifteen-twenty-par-c,He didn't buy fifteen of the computers.,He bought less than fifteen of the computers.,neutral,1
6,31,10,fifteen-twenty-par-c,He didn't buy fifteen of the computers.,He bought at most fourteen of the computers.,neutral,1
6,31,11,fifteen-twenty-par-c,He didn't buy fifteen of the computers.,He bought at least one of the computers.,implicature,3
6,32,1,fifteen-twenty-par-n,Fifteen of the tiles arrived broken.,Twenty of the tiles didn't arrive broken.,neutral,1
6,32,2,fifteen-twenty-par-n,More than fifteen of the tiles didn't arrive broken.,Fifteen of the tiles arrived broken.,neutral,1
6,32,3,fifteen-twenty-par-n,Fifteen of the tiles didn't arrive broken.,Twenty of the tiles didn't arrive broken.,neutral,1
6,32,4,fifteen-twenty-par-n,Twenty of the tiles arrived broken.,Fifteen of the tiles arrived broken.,entailment,0
6,32,5,fifteen-twenty-par-n,Twenty of the tiles didn't arrive broken.,Fifteen of the tiles didn't arrive broken.,neutral,1
6,32,6,fifteen-twenty-par-n,Fifteen of the tiles arrived broken.,Twenty of the tiles arrived broken.,neutral,1
6,32,7,fifteen-twenty-par-n,Twenty of the tiles arrived broken.,Fifteen of the tiles didn't arrive broken.,neutral,1
6,32,8,fifteen-twenty-par-n,Fifteen of the tiles didn't arrive broken.,Twenty of the tiles arrived broken.,neutral,1
6,32,9,fifteen-twenty-par-c,Fifteen of the tiles didn't arrive broken.,Less than fifteen of the tiles arrived broken.,neutral,1
6,32,10,fifteen-twenty-par-c,Fifteen of the tiles didn't arrive broken.,At most fourteen of the tiles arrived broken.,neutral,1
6,32,11,fifteen-twenty-par-c,Fifteen of the tiles didn't arrive broken.,At least one of the tiles arrived broken.,implicature,3
6,33,1,fifteen-twenty-par-n,Fifteen of the submitted plans were accepted.,Twenty of the submitted plans were not accepted.,neutral,1
6,33,2,fifteen-twenty-par-n,More than fifteen of the submitted plans were not accepted.,Fifteen of the submitted plans were accepted.,neutral,1
6,33,3,fifteen-twenty-par-n,Fifteen of the submitted plans were not accepted.,Twenty of the submitted plans were not accepted.,neutral,1
6,33,4,fifteen-twenty-par-n,Twenty of the submitted plans were accepted.,Fifteen of the submitted plans were accepted.,entailment,0
6,33,5,fifteen-twenty-par-n,Twenty of the submitted plans were not accepted.,Fifteen of the submitted plans were not accepted.,neutral,1
6,33,6,fifteen-twenty-par-n,Fifteen of the submitted plans were accepted.,Twenty of the submitted plans were accepted.,neutral,1
6,33,7,fifteen-twenty-par-n,Twenty of the submitted plans were accepted.,Fifteen of the submitted plans were not accepted.,neutral,1
6,33,8,fifteen-twenty-par-n,Fifteen of the submitted plans were not accepted.,Twenty of the submitted plans were accepted.,neutral,1
6,33,9,fifteen-twenty-par-c,Fifteen of the submitted plans were not accepted.,Less than fifteen of the submitted plans were accepted.,neutral,1
6,33,10,fifteen-twenty-par-c,Fifteen of the submitted plans were not accepted.,At most fourteen of the submitted plans were accepted.,neutral,1
6,33,11,fifteen-twenty-par-c,Fifteen of the submitted plans were not accepted.,At least one of the submitted plans was accepted.,implicature,3
6,34,1,fifteen-twenty-par-n,Fifteen of the windows are dirty.,Twenty of the windows are not dirty.,neutral,1
6,34,2,fifteen-twenty-par-n,More than fifteen of the windows are not dirty.,Fifteen of the windows are dirty.,neutral,1
6,34,3,fifteen-twenty-par-n,Fifteen of the windows are not dirty.,Twenty of the windows are not dirty.,neutral,1
6,34,4,fifteen-twenty-par-n,Twenty of the windows are dirty.,Fifteen of the windows are dirty.,entailment,0
6,34,5,fifteen-twenty-par-n,Twenty of the windows are not dirty.,Fifteen of the windows are not dirty.,neutral,1
6,34,6,fifteen-twenty-par-n,Fifteen of the windows are dirty.,Twenty of the windows are dirty.,neutral,1
6,34,7,fifteen-twenty-par-n,Twenty of the windows are dirty.,Fifteen of the windows are not dirty.,neutral,1
6,34,8,fifteen-twenty-par-n,Fifteen of the windows are not dirty.,Twenty of the windows are dirty.,neutral,1
6,34,9,fifteen-twenty-par-c,Fifteen of the windows are not dirty.,Less than fifteen of the windows are dirty.,neutral,1
6,34,10,fifteen-twenty-par-c,Fifteen of the windows are not dirty.,At most fourteen of the windows are dirty.,neutral,1
6,34,11,fifteen-twenty-par-c,Fifteen of the windows are not dirty.,At least one of the windows is dirty.,implicature,3
6,35,1,fifteen-twenty-par-n,He took fifteen of the pillows.,He didn't take twenty of the pillows.,neutral,1
6,35,2,fifteen-twenty-par-n,He didn't take more than fifteen of the pillows.,He took fifteen of the pillows.,neutral,1
6,35,3,fifteen-twenty-par-n,He didn't take fifteen of the pillows.,He didn't take twenty of the pillows.,neutral,1
6,35,4,fifteen-twenty-par-n,He took twenty of the pillows.,He took fifteen of the pillows.,entailment,0
6,35,5,fifteen-twenty-par-n,He didn't take twenty of the pillows.,He didn't take fifteen of the pillows.,neutral,1
6,35,6,fifteen-twenty-par-n,He took fifteen of the pillows.,He took twenty of the pillows.,neutral,1
6,35,7,fifteen-twenty-par-n,He took twenty of the pillows.,He didn't take fifteen of the pillows.,neutral,1
6,35,8,fifteen-twenty-par-n,He didn't take fifteen of the pillows.,He took twenty of the pillows.,neutral,1
6,35,9,fifteen-twenty-par-c,He didn't take fifteen of the pillows.,He took less than fifteen of the pillows.,neutral,1
6,35,10,fifteen-twenty-par-c,He didn't take fifteen of the pillows.,He took at most fourteen of the pillows.,neutral,1
6,35,11,fifteen-twenty-par-c,He didn't take fifteen of the pillows.,He took at least one of the pillows.,implicature,3
6,36,1,fifteen-twenty-par-n,Ali broke fifteen of the speakers in the stadium.,Ali didn't break twenty of the speakers in the stadium.,neutral,1
6,36,2,fifteen-twenty-par-n,Ali didn't break more than fifteen of the speakers in the stadium.,Ali broke fifteen of the speakers in the stadium.,neutral,1
6,36,3,fifteen-twenty-par-n,Ali didn't break fifteen of the speakers in the stadium.,Ali didn't break twenty of the speakers in the stadium.,neutral,1
6,36,4,fifteen-twenty-par-n,Ali broke twenty of the speakers in the stadium.,Ali broke fifteen of the speakers in the stadium.,entailment,0
6,36,5,fifteen-twenty-par-n,Ali didn't break twenty of the speakers in the stadium.,Ali didn't break fifteen of the speakers in the stadium.,neutral,1
6,36,6,fifteen-twenty-par-n,Ali broke fifteen of the speakers in the stadium.,Ali broke twenty of the speakers in the stadium.,neutral,1
6,36,7,fifteen-twenty-par-n,Ali broke twenty of the speakers in the stadium.,Ali didn't break fifteen of the speakers in the stadium.,neutral,1
6,36,8,fifteen-twenty-par-n,Ali didn't break fifteen of the speakers in the stadium.,Ali broke twenty of the speakers in the stadium.,neutral,1
6,36,9,fifteen-twenty-par-c,Ali didn't break fifteen of the speakers in the stadium.,Ali broke less than fifteen of the speakers in the stadium.,neutral,1
6,36,10,fifteen-twenty-par-c,Ali didn't break fifteen of the speakers in the stadium.,Ali broke at most fourteen of the speakers in the stadium.,neutral,1
6,36,11,fifteen-twenty-par-c,Ali didn't break fifteen of the speakers in the stadium.,Ali broke at least one of the speakers in the stadium.,implicature,3
6,37,1,fifteen-twenty-par-n,Fifteen of the tree species on the island are native.,Twenty of the tree species on the island are not native.,neutral,1
6,37,2,fifteen-twenty-par-n,More than fifteen of the tree species on the island are not native.,Fifteen of the tree species on the island are native.,neutral,1
6,37,3,fifteen-twenty-par-n,Fifteen of the tree species on the island are not native.,Twenty of the tree species on the island are not native.,neutral,1
6,37,4,fifteen-twenty-par-n,Twenty of the tree species on the island are native.,Fifteen of the tree species on the island are native.,entailment,0
6,37,5,fifteen-twenty-par-n,Twenty of the tree species on the island are not native.,Fifteen of the tree species on the island are not native.,neutral,1
6,37,6,fifteen-twenty-par-n,Fifteen of the tree species on the island are native.,Twenty of the tree species on the island are native.,neutral,1
6,37,7,fifteen-twenty-par-n,Twenty of the tree species on the island are native.,Fifteen of the tree species on the island are not native.,neutral,1
6,37,8,fifteen-twenty-par-n,Fifteen of the tree species on the island are not native.,Twenty of the tree species on the island are native.,neutral,1
6,37,9,fifteen-twenty-par-c,Fifteen of the tree species on the island are not native.,Less than fifteen of the tree species on the island are native.,neutral,1
6,37,10,fifteen-twenty-par-c,Fifteen of the tree species on the island are not native.,At most fourteen of the tree species on the island are native.,neutral,1
6,37,11,fifteen-twenty-par-c,Fifteen of the tree species on the island are not native.,At least one of the tree species on the island is native.,implicature,3
6,38,1,fifteen-twenty-par-n,Fifteen of the workers in the factory are women.,Twenty of the workers in the factory are not women.,neutral,1
6,38,2,fifteen-twenty-par-n,More than fifteen of the workers in the factory are not women.,Fifteen of the workers in the factory are women.,neutral,1
6,38,3,fifteen-twenty-par-n,Fifteen of the workers in the factory are not women.,Twenty of the workers in the factory are not women.,neutral,1
6,38,4,fifteen-twenty-par-n,Twenty of the workers in the factory are women.,Fifteen of the workers in the factory are women.,entailment,0
6,38,5,fifteen-twenty-par-n,Twenty of the workers in the factory are not women.,Fifteen of the workers in the factory are not women.,neutral,1
6,38,6,fifteen-twenty-par-n,Fifteen of the workers in the factory are women.,Twenty of the workers in the factory are women.,neutral,1
6,38,7,fifteen-twenty-par-n,Twenty of the workers in the factory are women.,Fifteen of the workers in the factory are not women.,neutral,1
6,38,8,fifteen-twenty-par-n,Fifteen of the workers in the factory are not women.,Twenty of the workers in the factory are women.,neutral,1
6,38,9,fifteen-twenty-par-c,Fifteen of the workers in the factory are not women.,Less than fifteen of the workers in the factory are women.,neutral,1
6,38,10,fifteen-twenty-par-c,Fifteen of the workers in the factory are not women.,At most fourteen of the workers in the factory are women.,neutral,1
6,38,11,fifteen-twenty-par-c,Fifteen of the workers in the factory are not women.,At least one of the workers in the factory is a woman.,implicature,3
6,39,1,fifteen-twenty-par-n,Fifteen of the family members are abroad.,Twenty of the family members are not abroad.,neutral,1
6,39,2,fifteen-twenty-par-n,More than fifteen of the family members are not abroad.,Fifteen of the family members are abroad.,neutral,1
6,39,3,fifteen-twenty-par-n,Fifteen of the family members are not abroad.,Twenty of the family members are not abroad.,neutral,1
6,39,4,fifteen-twenty-par-n,Twenty of the family members are abroad.,Fifteen of the family members are abroad.,entailment,0
6,39,5,fifteen-twenty-par-n,Twenty of the family members are not abroad.,Fifteen of the family members are not abroad.,neutral,1
6,39,6,fifteen-twenty-par-n,Fifteen of the family members are abroad.,Twenty of the family members are abroad.,neutral,1
6,39,7,fifteen-twenty-par-n,Twenty of the family members are abroad.,Fifteen of the family members are not abroad.,neutral,1
6,39,8,fifteen-twenty-par-n,Fifteen of the family members are not abroad.,Twenty of the family members are abroad.,neutral,1
6,39,9,fifteen-twenty-par-c,Fifteen of the family members are not abroad.,Less than fifteen of the family members are abroad.,neutral,1
6,39,10,fifteen-twenty-par-c,Fifteen of the family members are not abroad.,At most fourteen of the family members are abroad.,neutral,1
6,39,11,fifteen-twenty-par-c,Fifteen of the family members are not abroad.,At least one of the family members is abroad.,implicature,3
6,40,1,fifteen-twenty-par-n,He took fifteen of the pillows.,He didn't take twenty of the pillows.,neutral,1
6,40,2,fifteen-twenty-par-n,He didn't take more than fifteen of the pillows.,He took fifteen of the pillows.,neutral,1
6,40,3,fifteen-twenty-par-n,He didn't take fifteen of the pillows.,He didn't take twenty of the pillows.,neutral,1
6,40,4,fifteen-twenty-par-n,He took twenty of the pillows.,He took fifteen of the pillows.,entailment,0
6,40,5,fifteen-twenty-par-n,He didn't take twenty of the pillows.,He didn't take fifteen of the pillows.,neutral,1
6,40,6,fifteen-twenty-par-n,He took fifteen of the pillows.,He took twenty of the pillows.,neutral,1
6,40,7,fifteen-twenty-par-n,He took twenty of the pillows.,He didn't take fifteen of the pillows.,neutral,1
6,40,8,fifteen-twenty-par-n,He didn't take fifteen of the pillows.,He took twenty of the pillows.,neutral,1
6,40,9,fifteen-twenty-par-c,He didn't take fifteen of the pillows.,He took less than fifteen of the pillows.,neutral,1
6,40,10,fifteen-twenty-par-c,He didn't take fifteen of the pillows.,He took at most fourteen of the pillows.,neutral,1
6,40,11,fifteen-twenty-par-c,He didn't take fifteen of the pillows.,He took at least one of the pillows.,implicature,3
6,41,1,seventeen-twenty-nine-par-n,Seventeen of the chairs are broken.,Twenty of the chairs are not broken.,neutral,1
6,41,2,seventeen-twenty-nine-par-n,More than seventeen of the chairs are not broken.,Seventeen of the chairs are broken.,neutral,1
6,41,3,seventeen-twenty-nine-par-n,Seventeen of the chairs are not broken.,Twenty of the chairs are not broken.,neutral,1
6,41,4,seventeen-twenty-nine-par-n,Twenty of the chairs are broken.,Seventeen of the chairs are broken.,entailment,0
6,41,5,seventeen-twenty-nine-par-n,Twenty of the chairs are not broken.,Seventeen of the chairs are not broken.,neutral,1
6,41,6,seventeen-twenty-nine-par-n,Seventeen of the chairs are broken.,Twenty of the chairs are broken.,neutral,1
6,41,7,seventeen-twenty-nine-par-n,Twenty of the chairs are broken.,Seventeen of the chairs are not broken.,neutral,1
6,41,8,seventeen-twenty-nine-par-n,Seventeen of the chairs are not broken.,Twenty of the chairs are broken.,neutral,1
6,41,9,seventeen-twenty-nine-par-c,Seventeen of the chairs are not broken.,Less than seventeen of the chairs are broken.,neutral,1
6,41,10,seventeen-twenty-nine-par-c,Seventeen of the chairs are not broken.,At most sixteen of the chairs are broken.,neutral,1
6,41,11,seventeen-twenty-nine-par-c,Seventeen of the chairs are not broken.,At least one of the chairs is broken.,implicature,3
6,42,1,seventeen-twenty-nine-par-n,Seventeen of the boxes are empty.,Twenty of the boxes are not empty.,neutral,1
6,42,2,seventeen-twenty-nine-par-n,More than seventeen of the boxes are not empty.,Seventeen of the boxes are empty.,neutral,1
6,42,3,seventeen-twenty-nine-par-n,Seventeen of the boxes are not empty.,Twenty of the boxes are not empty.,neutral,1
6,42,4,seventeen-twenty-nine-par-n,Twenty of the boxes are empty.,Seventeen of the boxes are empty.,entailment,0
6,42,5,seventeen-twenty-nine-par-n,Twenty of the boxes are not empty.,Seventeen of the boxes are not empty.,neutral,1
6,42,6,seventeen-twenty-nine-par-n,Seventeen of the boxes are empty.,Twenty of the boxes are empty.,neutral,1
6,42,7,seventeen-twenty-nine-par-n,Twenty of the boxes are empty.,Seventeen of the boxes are not empty.,neutral,1
6,42,8,seventeen-twenty-nine-par-n,Seventeen of the boxes are not empty.,Twenty of the boxes are empty.,neutral,1
6,42,9,seventeen-twenty-nine-par-c,Seventeen of the boxes are not empty.,Less than seventeen of the boxes are empty.,neutral,1
6,42,10,seventeen-twenty-nine-par-c,Seventeen of the boxes are not empty.,At most sixteen of the boxes are empty.,neutral,1
6,42,11,seventeen-twenty-nine-par-c,Seventeen of the boxes are not empty.,At least one of the boxes is empty.,implicature,3
6,43,1,seventeen-twenty-nine-par-n,Seventeen of the dogs are on the street.,Twenty of the dogs are not on the street.,neutral,1
6,43,2,seventeen-twenty-nine-par-n,More than seventeen of the dogs are not on the street.,Seventeen of the dogs are on the street.,neutral,1
6,43,3,seventeen-twenty-nine-par-n,Seventeen of the dogs are not on the street.,Twenty of the dogs are not on the street.,neutral,1
6,43,4,seventeen-twenty-nine-par-n,Twenty of the dogs are on the street.,Seventeen of the dogs are on the street.,entailment,0
6,43,5,seventeen-twenty-nine-par-n,Twenty of the dogs are not on the street.,Seventeen of the dogs are not on the street.,neutral,1
6,43,6,seventeen-twenty-nine-par-n,Seventeen of the dogs are on the street.,Twenty of the dogs are on the street.,neutral,1
6,43,7,seventeen-twenty-nine-par-n,Twenty of the dogs are on the street.,Seventeen of the dogs are not on the street.,neutral,1
6,43,8,seventeen-twenty-nine-par-n,Seventeen of the dogs are not on the street.,Twenty of the dogs are on the street.,neutral,1
6,43,9,seventeen-twenty-nine-par-c,Seventeen of the dogs are not on the street.,Less than seventeen of the dogs are on the street.,neutral,1
6,43,10,seventeen-twenty-nine-par-c,Seventeen of the dogs are not on the street.,At most sixteen of the dogs are on the street.,neutral,1
6,43,11,seventeen-twenty-nine-par-c,Seventeen of the dogs are not on the street.,At least one of the dogs is on the street.,implicature,3
6,44,1,seventeen-twenty-nine-par-n,Seventeen of the women are working.,Twenty of the women are not working.,neutral,1
6,44,2,seventeen-twenty-nine-par-n,More than seventeen of the women are not working.,Seventeen of the women are working.,neutral,1
6,44,3,seventeen-twenty-nine-par-n,Seventeen of the women are not working.,Twenty of the women are not working.,neutral,1
6,44,4,seventeen-twenty-nine-par-n,Twenty of the women are working.,Seventeen of the women are working.,entailment,0
6,44,5,seventeen-twenty-nine-par-n,Twenty of the women are not working.,Seventeen of the women are not working.,neutral,1
6,44,6,seventeen-twenty-nine-par-n,Seventeen of the women are working.,Twenty of the women are working.,neutral,1
6,44,7,seventeen-twenty-nine-par-n,Twenty of the women are working.,Seventeen of the women are not working.,neutral,1
6,44,8,seventeen-twenty-nine-par-n,Seventeen of the women are not working.,Twenty of the women are working.,neutral,1
6,44,9,seventeen-twenty-nine-par-c,Seventeen of the women are not working.,Less than seventeen of the women are working.,neutral,1
6,44,10,seventeen-twenty-nine-par-c,Seventeen of the women are not working.,At most sixteen of the women are working.,neutral,1
6,44,11,seventeen-twenty-nine-par-c,Seventeen of the women are not working.,At least one of the women is working.,implicature,3
6,45,1,seventeen-twenty-nine-par-n,Seventeen members of the board are here.,Twenty members of the board are not here.,neutral,1
6,45,2,seventeen-twenty-nine-par-n,More than seventeen members of the board are not here.,Seventeen members of the board are here.,neutral,1
6,45,3,seventeen-twenty-nine-par-n,Seventeen members of the board are not here.,Twenty members of the board are not here.,neutral,1
6,45,4,seventeen-twenty-nine-par-n,Twenty members of the board are here.,Seventeen members of the board are here.,entailment,0
6,45,5,seventeen-twenty-nine-par-n,Twenty members of the board are not here.,Seventeen members of the board are not here.,neutral,1
6,45,6,seventeen-twenty-nine-par-n,Seventeen members of the board are here.,Twenty members of the board are here.,neutral,1
6,45,7,seventeen-twenty-nine-par-n,Twenty members of the board are here.,Seventeen members of the board are not here.,neutral,1
6,45,8,seventeen-twenty-nine-par-n,Seventeen members of the board are not here.,Twenty members of the board are here.,neutral,1
6,45,9,seventeen-twenty-nine-par-c,Seventeen members of the board are not here.,Less than seventeen of the board are here.,neutral,1
6,45,10,seventeen-twenty-nine-par-c,Seventeen members of the board are not here.,At most sixteen of the board are here.,neutral,1
6,45,11,seventeen-twenty-nine-par-c,Seventeen members of the board are not here.,At least one of the board is here.,implicature,3
6,46,1,seventeen-twenty-nine-par-n,Seventeen of the bicycles are broken.,Twenty of the bicycles are not broken.,neutral,1
6,46,2,seventeen-twenty-nine-par-n,More than seventeen of the bicycles are not broken.,Seventeen of the bicycles are broken.,neutral,1
6,46,3,seventeen-twenty-nine-par-n,Seventeen of the bicycles are not broken.,Twenty of the bicycles are not broken.,neutral,1
6,46,4,seventeen-twenty-nine-par-n,Twenty of the bicycles are broken.,Seventeen of the bicycles are broken.,entailment,0
6,46,5,seventeen-twenty-nine-par-n,Twenty of the bicycles are not broken.,Seventeen of the bicycles are not broken.,neutral,1
6,46,6,seventeen-twenty-nine-par-n,Seventeen of the bicycles are broken.,Twenty of the bicycles are broken.,neutral,1
6,46,7,seventeen-twenty-nine-par-n,Twenty of the bicycles are broken.,Seventeen of the bicycles are not broken.,neutral,1
6,46,8,seventeen-twenty-nine-par-n,Seventeen of the bicycles are not broken.,Twenty of the bicycles are broken.,neutral,1
6,46,9,seventeen-twenty-nine-par-c,Seventeen of the bicycles are not broken.,Less than seventeen of the bicycles are broken.,neutral,1
6,46,10,seventeen-twenty-nine-par-c,Seventeen of the bicycles are not broken.,At most sixteen of the bicycles are broken.,neutral,1
6,46,11,seventeen-twenty-nine-par-c,Seventeen of the bicycles are not broken.,At least one of the bicycles is broken.,implicature,3
6,47,1,seventeen-twenty-nine-par-n,He has rented out seventeen floors of the building.,He has not rented out twenty floors of the building.,neutral,1
6,47,2,seventeen-twenty-nine-par-n,He has not rented out more than seventeen floors of the building.,He has rented out seventeen floors of the building.,neutral,1
6,47,3,seventeen-twenty-nine-par-n,He has not rented out seventeen floors of the building.,He has not rented out twenty floors of the building.,neutral,1
6,47,4,seventeen-twenty-nine-par-n,He has rented out twenty floors of the building.,He has rented out seventeen floors of the building.,entailment,0
6,47,5,seventeen-twenty-nine-par-n,He has not rented out twenty floors of the building.,He has not rented out seventeen floors of the building.,neutral,1
6,47,6,seventeen-twenty-nine-par-n,He has rented out seventeen floors of the building.,He has rented out twenty floors of the building.,neutral,1
6,47,7,seventeen-twenty-nine-par-n,He has rented out twenty floors of the building.,He has not rented out seventeen floors of the building.,neutral,1
6,47,8,seventeen-twenty-nine-par-n,He has not rented out seventeen floors of the building.,He has rented out twenty floors of the building.,neutral,1
6,47,9,seventeen-twenty-nine-par-c,He has not rented out seventeen floors of the building.,He has rented out less than seventeen floors of the building.,neutral,1
6,47,10,seventeen-twenty-nine-par-c,He has not rented out seventeen floors of the building.,He has rented out at most sixteen floors of the building.,neutral,1
6,47,11,seventeen-twenty-nine-par-c,He has not rented out seventeen floors of the building.,He has rented out at least one floor of the building.,implicature,3
6,48,1,seventeen-twenty-nine-par-n,I saw seventeen decks of the ship.,I did not see twenty decks of the ship.,neutral,1
6,48,2,seventeen-twenty-nine-par-n,I did not see more than seventeen decks of the ship.,I saw seventeen decks of the ship.,neutral,1
6,48,3,seventeen-twenty-nine-par-n,I did not see seventeen decks of the ship.,I did not see twenty decks of the ship.,neutral,1
6,48,4,seventeen-twenty-nine-par-n,I saw twenty decks of the ship.,I saw seventeen decks of the ship.,entailment,0
6,48,5,seventeen-twenty-nine-par-n,I did not see twenty decks of the ship.,I did not see seventeen decks of the ship.,neutral,1
6,48,6,seventeen-twenty-nine-par-n,I saw seventeen decks of the ship.,I saw twenty decks of the ship.,neutral,1
